x LHS_beta=90.000 LHS_beta=900.000 LHS_beta=9000.000 LHS_beta=90000.000 LHS_beta=900000.000 LHS_beta=9000000.000 RHS_beta=90.000 RHS_beta=900.000 RHS_beta=9000.000 RHS_beta=90000.000 RHS_beta=900000.000 RHS_beta=9000000.000
7.194607203350093632e-06 1.897071930924922852e+12 1.897065368941662500e+13 1.896409445599162188e+14 1.833455033783417250e+15 5.841514749069904000e+15 5.859549284897438000e+15 1.878098677377609711e+05 1.878072692080034018e+08 1.875476475595875854e+11 1.637406115535321875e+14 3.554365081350851875e+14 0.000000000000000000e+00
7.173662204213703167e-06 1.893599093990648682e+12 1.893592582100937891e+13 1.892941664428295938e+14 1.830453084647404250e+15 5.847502372845185000e+15 5.865899470907820000e+15 1.872968616823609627e+05 1.872942853168339729e+08 1.870368767858745422e+11 1.634212073121614062e+14 3.622230220053606875e+14 0.000000000000000000e+00
7.152717205077313548e-06 1.889911467619866455e+12 1.889905006307538281e+13 1.889259142697059062e+14 1.827241301758525000e+15 5.852854631281661000e+15 5.871619534226721000e+15 1.867803040438524913e+05 1.867777497647886574e+08 1.865225466081561584e+11 1.630977562045019375e+14 3.691316496520735625e+14 0.000000000000000000e+00
7.131772205940923082e-06 1.886010338485242188e+12 1.886003928217485547e+13 1.885363165397871250e+14 1.823820812800200000e+15 5.857569957216363000e+15 5.876707932316366000e+15 1.862602210294032120e+05 1.862576887581878006e+08 1.860046831478601990e+11 1.627702749551646562e+14 3.761644188480681250e+14 0.000000000000000000e+00
7.110827206804532617e-06 1.881897053290209473e+12 1.881890694517542188e+13 1.881255077551407812e+14 1.820192805079363000e+15 5.861646954238042000e+15 5.881163292068386000e+15 1.857366392436036549e+05 1.857341289007822275e+08 1.854833129246417542e+11 1.624387807469330625e+14 3.833233873836409375e+14 0.000000000000000000e+00
7.089882207668142151e-06 1.877573018191001709e+12 1.877566711347255078e+13 1.876936283629358750e+14 1.816358525018530250e+15 5.865084397422277000e+15 5.884984410494917000e+15 1.852095856839565968e+05 1.852070971892434657e+08 1.849584628518890381e+11 1.621032912179972812e+14 3.906106434306580625e+14 0.000000000000000000e+00
7.068937208531751685e-06 1.873039698187688477e+12 1.873033443689994922e+13 1.872408246946180312e+14 1.812319277616800500e+15 5.867881233981918000e+15 5.888170255334534000e+15 1.846790877362562751e+05 1.846766210085427761e+08 1.844301602321182556e+11 1.617638244590630000e+14 3.980283059085976875e+14 0.000000000000000000e+00
7.047992209395361219e-06 1.868298616484618896e+12 1.868292414733409766e+13 1.867672489020260625e+14 1.808076425880139250e+15 5.870036583832339000e+15 5.890719965572536000e+15 1.841451731698606454e+05 1.841427281272233725e+08 1.838984327522605591e+11 1.614203990103356875e+14 4.055785248531165625e+14 0.000000000000000000e+00
7.027047210258970754e-06 1.863351353820708008e+12 1.863345205199717969e+13 1.862730588904918438e+14 1.803631390221335250e+15 5.871549740071106000e+15 5.892632851875167000e+15 1.836078701328550524e+05 1.836054466925647259e+08 1.833633084788418579e+11 1.610730338583805625e+14 4.132634817865004375e+14 0.000000000000000000e+00
7.006102211122580288e-06 1.858199547770022461e+12 1.858193452646298828e+13 1.857584182489702812e+14 1.798985647830033500e+15 5.872420169371679000e+15 5.893908396937418000e+15 1.830672071471128438e+05 1.830648052256428897e+08 1.828248158530581360e+11 1.607217484328611562e+14 4.210853900903120000e+14 0.000000000000000000e+00
6.985157211986189822e-06 1.852844892013142578e+12 1.852838850737065234e+13 1.852234961772462500e+14 1.794140732013281000e+15 5.872647512290862000e+15 5.894546255744117000e+15 1.825232131032519683e+05 1.825208326162875593e+08 1.822829836857466125e+11 1.603665626031550938e+14 4.290464953798851875e+14 0.000000000000000000e+00
6.964212212849799357e-06 1.847289135579813965e+12 1.847283148485117578e+13 1.846684674102701562e+14 1.789098231507041500e+15 5.872231583489789000e+15 5.894546255744117000e+15 1.819759172554909892e+05 1.819735581179378331e+08 1.817378411522565918e+11 1.600074966748512500e+14 4.371490758807861875e+14 0.000000000000000000e+00
6.943267213713408891e-06 1.841534082063410156e+12 1.841528149467217188e+13 1.840935121396740938e+14 1.783859789759164000e+15 5.871172371868283000e+15 5.893908396937418000e+15 1.814253492164054478e+05 1.814230113423991501e+08 1.811894177872198181e+11 1.596445713861271562e+14 4.453954428070015000e+14 0.000000000000000000e+00
6.922322214577018425e-06 1.835581588807762207e+12 1.835575711010622656e+13 1.834988159325245312e+14 1.778427104184301750e+15 5.869470040612521000e+15 5.892632851875167000e+15 1.808715389515871648e+05 1.808692222545026839e+08 1.806377434792245483e+11 1.592778079040090312e+14 4.537879407408377500e+14 0.000000000000000000e+00
6.901377215440627959e-06 1.829433566066937012e+12 1.829427743352872656e+13 1.828845696473683750e+14 1.772801925391326250e+15 5.867124927156000000e+15 5.890719965572536000e+15 1.803145167742088379e+05 1.803122211666696370e+08 1.800828484653929138e+11 1.589072278205161562e+14 4.623289480143648750e+14 0.000000000000000000e+00
6.880432216304237494e-06 1.823091976138543457e+12 1.823086208775100000e+13 1.822509693476324062e+14 1.766986056383768250e+15 5.864137543053838000e+15 5.888170255334534000e+15 1.797543133394946053e+05 1.797520387333823740e+08 1.795247633258657227e+11 1.585328531486904062e+14 4.710208770923791250e+14 0.000000000000000000e+00
6.859487217167847875e-06 1.816558832471205078e+12 1.816553120709510938e+13 1.815982162124376250e+14 1.760981351733874000e+15 5.860508573770593000e+15 5.884984410494917000e+15 1.791909596391003579e+05 1.791887059455648065e+08 1.789635189781957397e+11 1.581547063185127812e+14 4.798661749566426875e+14 0.000000000000000000e+00
6.838542218031457409e-06 1.809836198746820068e+12 1.809830542821653125e+13 1.809265164448925625e+14 1.754789716730862500e+15 5.856238878381745000e+15 5.881163292068386000e+15 1.786244869954044116e+05 1.786222541248730123e+08 1.783991466716517639e+11 1.577728101727086562e+14 4.888673234914105625e+14 0.000000000000000000e+00
6.817597218895066944e-06 1.802926187938280762e+12 1.802920588068138672e+13 1.802360811779310312e+14 1.748413106503996000e+15 5.851329489189161000e+15 5.876707932316366000e+15 1.780549270557127602e+05 1.780527149179007411e+08 1.778316779814359741e+11 1.573871879624429688e+14 4.980268398700093125e+14 0.000000000000000000e+00
6.796652219758676478e-06 1.795830961343322021e+12 1.795825417730502734e+13 1.795271263777624375e+14 1.741853525121110750e+15 5.845781611250860000e+15 5.871619534226722000e+15 1.774823117863784719e+05 1.774801202902990282e+08 1.772611448028163147e+11 1.569978633429074375e+14 5.073472769424309375e+14 0.000000000000000000e+00
6.775707220622286012e-06 1.788552727595196533e+12 1.788547240425881250e+13 1.787998727450037188e+14 1.735113024663247750e+15 5.839596621825497000e+15 5.865899470907820000e+15 1.769066734668398858e+05 1.769045025208142996e+08 1.766875793451766357e+11 1.566048603688015625e+14 5.168312236236725625e+14 0.000000000000000000e+00
6.754762221485896394e-06 1.781093741650895996e+12 1.781088311095241406e+13 1.780545456135651875e+14 1.728193704276063750e+15 5.832776069732062000e+15 5.859549284897438000e+15 1.763280446835791809e+05 1.763258941952469647e+08 1.761110141259870605e+11 1.562082034897089688e+14 5.264813052827343125e+14 0.000000000000000000e+00
6.733817222349505928e-06 1.773456303757637451e+12 1.773450929969873438e+13 1.772913748473618750e+14 1.721097709198707500e+15 5.825321674625299000e+15 5.852570687387067000e+15 1.757464583240024222e+05 1.757443282003323138e+08 1.755314819646959839e+11 1.558079175453707812e+14 5.363001841322420000e+14 0.000000000000000000e+00
6.712872223213115462e-06 1.765642758398382324e+12 1.765637441516914844e+13 1.765105947349270625e+14 1.713827229770884750e+15 5.817235326187532000e+15 5.844965557362260000e+15 1.751619475702461204e+05 1.751598377175460160e+08 1.749490159765472412e+11 1.554040277608587500e+14 5.462905596182631875e+14 0.000000000000000000e+00
6.691927224076724996e-06 1.757655493217122559e+12 1.757650233364643555e+13 1.757124438820018125e+14 1.706384500418803500e+15 5.808519083237508000e+15 5.836735940659670000e+15 1.745745458929097513e+05 1.745724562168378234e+08 1.743636495663242798e+11 1.549965597416492812e+14 5.564551688102937500e+14 0.000000000000000000e+00
6.670982224940334531e-06 1.749496937924742188e+12 1.749491735208344727e+13 1.748971651021808438e+14 1.698771798620776000e+15 5.799175172757060000e+15 5.827884048941601000e+15 1.739842870447193563e+05 1.739822174502944946e+08 1.737754164220240479e+11 1.545855394686002500e+14 5.667967867913592500e+14 0.000000000000000000e+00
6.650037225803944065e-06 1.741169563186222900e+12 1.741164417697522656e+13 1.740650053056916562e+14 1.690991443853209000e+15 5.789205988836387000e+15 5.818412258588846000e+15 1.733912050541225180e+05 1.733891554457355738e+08 1.731843505084625854e+11 1.541709932928337812e+14 5.773182270477096250e+14 0.000000000000000000e+00
6.629092226667553599e-06 1.732675879490002441e+12 1.732670791305265039e+13 1.732162153863882500e+14 1.683045796517751750e+15 5.778614091538823000e+15 5.808323109512713000e+15 1.727953342188191891e+05 1.727933045002436340e+08 1.725904860608157043e+11 1.537529479305257188e+14 5.880223418582016250e+14 0.000000000000000000e+00
6.608147227531163134e-06 1.724018436000314453e+12 1.724013405180588086e+13 1.723510501070412188e+14 1.674937256850395750e+15 5.767402205686049000e+15 5.797619303887214000e+15 1.721967090992292506e+05 1.721946991736324728e+08 1.719938575780963745e+11 1.533314304576048750e+14 5.989120226830390000e+14 0.000000000000000000e+00
6.587202228394772668e-06 1.715199819393320801e+12 1.715194845984572852e+13 1.714697679830065625e+14 1.666668263813306250e+15 5.755573219564755000e+15 5.786303704802403000e+15 1.715953645119006978e+05 1.715933742818548977e+08 1.713944998165724182e+11 1.529064683043635000e+14 6.099902005516360000e+14 0.000000000000000000e+00
6.566257229258382202e-06 1.706222652677881592e+12 1.706217736711144336e+13 1.705726311643565938e+14 1.658241293970195750e+15 5.743130183555802000e+15 5.774379334839944000e+15 1.709913355228599685e+05 1.709893648903537095e+08 1.707924477831258240e+11 1.524780892499819375e+14 6.212598464493395000e+14 0.000000000000000000e+00
6.545312230121991736e-06 1.697089594001812012e+12 1.697084735493329297e+13 1.696599053165585938e+14 1.649658860346062250e+15 5.730076308687023000e+15 5.761849374572057000e+15 1.703846574409081950e+05 1.703827063073575795e+08 1.701877367285577698e+11 1.520463214169693750e+14 6.327239717029430000e+14 0.000000000000000000e+00
6.524367230985602118e-06 1.687803335444480957e+12 1.687798534395862891e+13 1.687318594997863125e+14 1.640923511272105750e+15 5.716414965110860000e+15 5.748717160985029000e+15 1.697753658108647214e+05 1.697734340771248639e+08 1.695804021408407898e+11 1.516111932655223125e+14 6.443856283644535000e+14 0.000000000000000000e+00
6.503422231849211652e-06 1.678366601796608398e+12 1.678361858194990430e+13 1.677887660469500312e+14 1.632037829216665750e+15 5.702149680508030000e+15 5.734986185828525000e+15 1.691634964067617839e+05 1.691615839731384218e+08 1.689704797383214722e+11 1.511727335878044375e+14 6.562479095931533750e+14 0.000000000000000000e+00
6.482477232712821186e-06 1.668782149328145020e+12 1.668777463146350000e+13 1.668309004405335000e+14 1.623004429603021750e+15 5.687284138418587000e+15 5.720660093892034000e+15 1.685490852249925083e+05 1.685471919912532568e+08 1.683580054628759766e+11 1.507309715021493750e+14 6.683139500353700000e+14 0.000000000000000000e+00
6.461532233576430721e-06 1.659052764545092041e+12 1.659048135741800586e+13 1.658585411883238750e+14 1.613825959614901250e+15 5.671822176501654000e+15 5.705742681209773000e+15 1.679321684774143214e+05 1.679302943428007364e+08 1.677430154730215759e+11 1.502859364471883750e+14 6.805869262019866250e+14 0.000000000000000000e+00
6.440587234440040255e-06 1.649181262936166016e+12 1.649176691456087500e+13 1.648719696981241250e+14 1.604505096990558250e+15 5.655767784725299000e+15 5.690237893195503000e+15 1.673127825844120525e+05 1.673109274476510286e+08 1.671255461369861145e+11 1.498376581759063438e+14 6.930700568430547500e+14 0.000000000000000000e+00
6.419642235303649789e-06 1.639170487710166504e+12 1.639165973484218359e+13 1.638714701515351875e+14 1.595044548806275750e+15 5.639125103487955000e+15 5.674149822708678000e+15 1.666909641679215129e+05 1.666891279272373617e+08 1.665056340257390442e+11 1.493861667496279062e+14 7.057666033194987500e+14 0.000000000000000000e+00
6.398697236167259323e-06 1.629023308524961426e+12 1.629018851470448438e+13 1.628573293768978125e+14 1.585447050250169250e+15 5.621898421672921000e+15 5.657482708053477000e+15 1.660667500444180332e+05 1.660649325975440145e+08 1.658833159059859314e+11 1.489314925319362500e+14 7.186798699713553750e+14 0.000000000000000000e+00
6.377752237030868858e-06 1.618742620208957275e+12 1.618738220229759961e+13 1.618298367214820625e+14 1.575715363387142500e+15 5.604092174637476000e+15 5.640240930912242000e+15 1.654401772178716783e+05 1.654383784620622694e+08 1.652586287331301880e+11 1.484736661825273125e+14 7.318132044823071250e+14 0.000000000000000000e+00
6.356807237894478392e-06 1.608331341475966553e+12 1.608326998462729102e+13 1.607892839230143125e+14 1.565852275915888750e+15 5.585710942138212000e+15 5.622429014214959000e+15 1.648112828726721345e+05 1.648095027047148049e+08 1.646316096442034302e+11 1.480127186510016250e+14 7.451699982401507500e+14 0.000000000000000000e+00
6.335862238758088773e-06 1.597792413634348145e+12 1.597788127464673242e+13 1.597359649806310312e+14 1.555860599918793500e+15 5.566759446194223000e+15 5.604051619946417000e+15 1.641801043665261532e+05 1.641783426827534437e+08 1.640022959507684631e+11 1.475486811705962188e+14 7.587536866928098750e+14 0.000000000000000000e+00
6.314917239621698308e-06 1.587128799291320557e+12 1.587124569829966406e+13 1.586701760253476250e+14 1.545743170605620000e+15 5.547242548889836000e+15 5.585113546892725000e+15 1.635466792233301094e+05 1.635449359196315706e+08 1.633707251317969971e+11 1.470815852518599375e+14 7.725677496994497500e+14 0.000000000000000000e+00
6.293972240485307842e-06 1.576343481053339355e+12 1.576339308152421289e+13 1.575922151901326562e+14 1.535502845051858000e+15 5.527165250118603000e+15 5.565619728328944000e+15 1.629110451260207628e+05 1.629093200978553593e+08 1.627369348265252380e+11 1.466114626762740312e+14 7.866157118764023750e+14 0.000000000000000000e+00
6.273027241348917376e-06 1.565439460223423340e+12 1.565435343722617188e+13 1.565023824796752188e+14 1.525142500932595750e+15 5.506532685270316000e+15 5.545575229649582000e+15 1.622732399094068387e+05 1.622715330518148541e+08 1.621009628272895203e+11 1.461383454898201562e+14 8.009011429373770000e+14 0.000000000000000000e+00
6.252082242212526910e-06 1.554419755496314209e+12 1.554415695223065234e+13 1.554009796399342188e+14 1.514665035252798750e+15 5.485350122862849000e+15 5.524985245943765000e+15 1.616333015529836994e+05 1.616316127605991364e+08 1.614628470723453369e+11 1.456622659965000000e+14 8.154276580274980000e+14 0.000000000000000000e+00
6.231137243076136445e-06 1.543287401652350098e+12 1.543283397422084180e+13 1.542883100275577188e+14 1.504073363074856000e+15 5.463622962120639000e+15 5.503855099516919000e+15 1.609912681737345702e+05 1.609895973407971859e+08 1.608226256386723022e+11 1.451832567518075312e+14 8.301989180509055000e+14 0.000000000000000000e+00
6.210192243939745979e-06 1.532045448250937500e+12 1.532041499867273828e+13 1.531646784792602500e+14 1.493370416244268500e+15 5.441356730501708000e+15 5.482190237360852000e+15 1.603471780189210258e+05 1.603455250392888486e+08 1.601803367347680664e+11 1.447013505561573750e+14 8.452186299911428750e+14 0.000000000000000000e+00
6.189247244803355513e-06 1.520696958324476562e+12 1.520693065579446289e+13 1.520303911812441875e+14 1.482559142114329000e+15 5.418557081175073000e+15 5.459996228574108000e+15 1.597010694588648621e+05 1.596994342260263860e+08 1.595360186934328003e+11 1.442165804482716250e+14 8.604905472241321250e+14 0.000000000000000000e+00
6.168302245666965048e-06 1.509245007073620850e+12 1.509241169747884766e+13 1.508857555387529062e+14 1.471642502270661750e+15 5.395229790450514000e+15 5.437278761734561000e+15 1.590529809797248163e+05 1.590513633868112266e+08 1.588897099645490723e+11 1.437289796985281562e+14 8.760184698228693750e+14 0.000000000000000000e+00
6.147357246530575429e-06 1.497692680564710205e+12 1.497688898427782227e+13 1.497310800458398438e+14 1.460623471256462500e+15 5.371380755162605000e+15 5.414043642226162000e+15 1.584029511762700567e+05 1.584013511160679162e+08 1.582414491078576965e+11 1.432385818022724375e+14 8.918062448538350000e+14 0.000000000000000000e+00
6.126412247394184963e-06 1.486043074430240723e+12 1.486039347240711523e+13 1.485666741554396562e+14 1.449505035299286250e+15 5.347015990011025000e+15 5.390296789521866000e+15 1.577510187446541677e+05 1.577494361096174419e+08 1.575912747857332153e+11 1.427454204730959688e+14 9.078577666639270000e+14 0.000000000000000000e+00
6.105467248257794497e-06 1.474299292573201416e+12 1.474295620078965234e+13 1.473928481498244688e+14 1.438290191040219750e+15 5.322141624859103000e+15 5.366044234424695000e+15 1.570972224751915783e+05 1.570956571574541330e+08 1.569392257559624023e+11 1.422495296360842812e+14 9.241769771577932500e+14 0.000000000000000000e+00
6.084522249121404032e-06 1.462464445876111328e+12 1.462460827814595312e+13 1.462099130115286875e+14 1.426981944266261750e+15 5.296763901992641000e+15 5.341292116269001000e+15 1.564416012451387942e+05 1.564400531365268826e+08 1.562853408645270386e+11 1.417509434210361562e+14 9.407678660649212500e+14 0.000000000000000000e+00
6.063577249985013566e-06 1.450541650915574707e+12 1.450538087013968945e+13 1.450181802948239062e+14 1.415583308646732250e+15 5.270889173341040000e+15 5.316046680083932000e+15 1.557841940114845347e+05 1.557826630035291910e+08 1.556296590383944092e+11 1.412496961556578125e+14 9.576344711954751250e+14 0.000000000000000000e+00
6.042632250848623100e-06 1.438534028683163330e+12 1.438530518658654102e+13 1.438179619978254375e+14 1.404097304474520000e+15 5.244523897662774000e+15 5.290314273721190000e+15 1.551250398037497944e+05 1.551235257876992226e+08 1.549722192783184509e+11 1.407458223587342188e+14 9.747808786848495000e+14 0.000000000000000000e+00
6.021687251712232635e-06 1.426444703313418457e+12 1.426441246873421289e+13 1.426095704353086875e+14 1.392526957412959500e+15 5.217674637697262000e+15 5.264101344949107000e+15 1.544641777168015251e+05 1.544626805836333930e+08 1.543130606516536560e+11 1.402393567332803594e+14 9.922112232256758750e+14 0.000000000000000000e+00
6.000742252575842169e-06 1.414276800819765381e+12 1.414273397662161328e+13 1.413933181123157188e+14 1.380875297249135500e+15 5.190348057285255000e+15 5.237414438515173000e+15 1.538016469036815979e+05 1.538001665441157222e+08 1.536522222851840820e+11 1.397303341596743125e+14 1.009929688286995000e+15 0.000000000000000000e+00
5.979797253439451703e-06 1.402033447839097412e+12 1.402030097652469922e+13 1.401695175986269844e+14 1.369145356654374500e+15 5.162550918459758000e+15 5.210260193179049000e+15 1.531374865684550023e+05 1.531360228729656339e+08 1.529897433579710083e+11 1.392187896887764688e+14 1.027940506319638625e+15 0.000000000000000000e+00
5.958852254303062085e-06 1.389717770385798584e+12 1.389714472849671875e+13 1.389384814041755781e+14 1.357340169952702500e+15 5.134290078509634000e+15 5.182645338718203000e+15 1.524717359590785054e+05 1.524702888179067373e+08 1.523256630942209778e+11 1.387047585350359062e+14 1.046247958947191500e+15 0.000000000000000000e+00
5.937907255166671619e-06 1.377332892615937256e+12 1.377329647401015430e+13 1.377005218554769062e+14 1.345462771897997250e+15 5.105572487017947000e+15 5.154576692908242000e+15 1.518044343602926529e+05 1.518030036634589136e+08 1.516600207561770325e+11 1.381882760695872188e+14 1.064856377141665000e+15 0.000000000000000000e+00
5.916962256030281153e-06 1.364881935602368164e+12 1.364878742370774219e+13 1.364559509731478281e+14 1.333516196460592000e+15 5.076405182877170000e+15 5.126061158480069000e+15 1.511356210865403991e+05 1.511342067238566577e+08 1.509928556370356445e+11 1.376693778133404062e+14 1.083770141383226625e+15 0.000000000000000000e+00
5.896017256893890687e-06 1.352368016121437988e+12 1.352364874526955859e+13 1.352050803505846719e+14 1.321503475624030000e+15 5.046795291283318000e+15 5.097105720055932000e+15 1.504653354749133578e+05 1.504639373359956741e+08 1.503242070538914185e+11 1.371480994300665156e+14 1.102993681802909875e+15 0.000000000000000000e+00
5.875072257757500222e-06 1.339794245452009033e+12 1.339791155140323828e+13 1.339482210338714219e+14 1.309427638192690500e+15 5.016750020711156000e+15 5.067717441066511000e+15 1.497936168781297456e+05 1.497922348524105251e+08 1.496541143407132568e+11 1.366244767194813906e+14 1.122531478307659125e+15 0.000000000000000000e+00
5.854127258621109756e-06 1.327163728187464355e+12 1.327160688796404883e+13 1.326856834029849375e+14 1.297291708610968500e+15 4.986276659872535000e+15 5.037903460651116000e+15 1.491205046575450106e+05 1.491191386342853010e+08 1.489826168413521423e+11 1.360985456103297031e+14 1.142388060686740750e+15 0.000000000000000000e+00
5.833182259484719290e-06 1.314479561061362061e+12 1.314476572221142578e+13 1.314177770543632969e+14 1.285098705794679250e+15 4.955382574659958000e+15 5.007670990543091000e+15 1.484460381761983153e+05 1.484446880445002615e+08 1.483097539025859070e+11 1.355703421534732969e+14 1.162568008698548000e+15 0.000000000000000000e+00
5.812237260348328825e-06 1.301744831787378906e+12 1.301741893120841406e+13 1.301448106849017812e+14 1.272851641975353250e+15 4.924075205077462000e+15 4.977027311942514000e+15 1.477702567918971472e+05 1.477689224407161474e+08 1.476355648672000732e+11 1.350399025149842969e+14 1.183075952136864500e+15 0.000000000000000000e+00
5.791292261211938359e-06 1.288962617914177979e+12 1.288959729037034766e+13 1.288670919774398594e+14 1.260553521558057000e+15 4.892362062160898000e+15 4.945979772378296000e+15 1.470931998503422074e+05 1.470918811684992313e+08 1.469600890671099548e+11 1.345072629692473125e+14 1.203916570875560500e+15 0.000000000000000000e+00
5.770347262075547893e-06 1.276135985695790039e+12 1.276133146216865430e+13 1.275849274877982188e+14 1.248207339993353250e+15 4.860250724889641000e+15 4.914535782561692000e+15 1.464149066782946757e+05 1.464136035544883311e+08 1.462833658165239563e+11 1.339724598920719531e+14 1.225094594890877250e+15 0.000000000000000000e+00
5.749402262939158274e-06 1.263267988978112061e+12 1.263265198499583789e+13 1.262986225334259688e+14 1.235816082664021500e+15 4.827748837091814000e+15 4.882702813233329000e+15 1.457354165767881495e+05 1.457341288996070027e+08 1.456054344051522827e+11 1.334355297538187656e+14 1.246614804259870750e+15 0.000000000000000000e+00
5.728457263802767809e-06 1.250361668102083496e+12 1.250358926219725391e+13 1.250084810837144531e+14 1.223382723787111750e+15 4.794864104345038000e+15 4.850488392005762000e+15 1.450547688143882260e+05 1.450534964723227620e+08 1.449263340914617920e+11 1.328965091125412656e+14 1.268482029134298250e+15 0.000000000000000000e+00
5.707512264666377343e-06 1.237420048824095459e+12 1.237417355127516992e+13 1.237148056520328750e+14 1.210910225331904750e+15 4.761604290874744000e+15 4.817900100203599000e+15 1.443730026205001341e+05 1.443717455019550920e+08 1.442461040959796753e+11 1.323554346071452969e+14 1.290701149688547500e+15 0.000000000000000000e+00
5.686567265529986877e-06 1.224446141254149414e+12 1.224443495327037891e+13 1.224178971895376875e+14 1.198401535954324500e+15 4.727977216452022000e+15 4.784945569703173000e+15 1.436901571787286084e+05 1.436889151720348001e+08 1.435647835946480103e+11 1.318123429505695000e+14 1.313277096040539000e+15 0.000000000000000000e+00
5.665622266393596412e-06 1.211442938812292236e+12 1.211440340232650391e+13 1.211180549808081719e+14 1.185859589948332500e+15 4.693990753293016000e+15 4.751632479773776000e+15 1.430062716202904412e+05 1.430050446137167513e+08 1.428824117122318726e+11 1.312672709229883906e+14 1.336214848144347250e+15 0.000000000000000000e+00
5.644677267257205946e-06 1.198413417203797119e+12 1.198410865544182812e+13 1.198155765413554531e+14 1.173287306214815000e+15 4.659652822961802000e+15 4.717968553922390000e+15 1.423213850174823019e+05 1.423201728992477357e+08 1.421990275157814941e+11 1.307202553650407031e+14 1.359519435653314500e+15 0.000000000000000000e+00
5.623732268120815480e-06 1.185360533413572510e+12 1.185358028241335938e+13 1.185107575170531719e+14 1.160687587248447250e+15 4.624971393278690000e+15 4.683961556743875000e+15 1.416355363772062410e+05 1.416343390354917049e+08 1.415146700081523132e+11 1.301713331710848125e+14 1.383195937752367250e+15 0.000000000000000000e+00
5.602787268984425014e-06 1.172287224720237549e+12 1.172284765597758203e+13 1.172038915855333281e+14 1.148063318143010500e+15 4.589954475235865000e+15 4.649619290778516000e+15 1.409487646345538669e+05 1.409475819575141072e+08 1.408293781215832825e+11 1.296205412824842656e+14 1.407249482958066500e+15 0.000000000000000000e+00
5.581842269848034549e-06 1.159196407730293213e+12 1.159193994215214453e+13 1.158952703595906562e+14 1.135417365615606000e+15 4.554610119922248000e+15 4.614949593378818000e+15 1.402611086464522232e+05 1.402599405222273469e+08 1.401431907113364258e+11 1.290679166809250469e+14 1.431685248885197000e+15 0.000000000000000000e+00
5.560897270711644930e-06 1.146090977432791260e+12 1.146088609078253906e+13 1.145851832926356562e+14 1.122752577050196000e+15 4.518946415459430000e+15 4.579960333587418000e+15 1.395726071853718022e+05 1.395714535020991862e+08 1.394561465493987732e+11 1.285134963817669062e+14 1.456508461978293000e+15 0.000000000000000000e+00
5.539952271575254464e-06 1.132973806274882324e+12 1.132971482629758594e+13 1.132739175862344219e+14 1.110071779560876875e+15 4.482971483950493500e+15 4.544659409027920000e+15 1.388832989331000135e+05 1.388821595789258778e+08 1.387682843182488403e+11 1.279573174274309219e+14 1.481724397206782000e+15 0.000000000000000000e+00
5.519007272438863999e-06 1.119847743258616211e+12 1.119845463867737891e+13 1.119617580997723125e+14 1.097377779075278000e+15 4.446693478443560000e+15 4.509054742810495000e+15 1.381932224745804851e+05 1.381920973376714289e+08 1.380796426046893005e+11 1.273994168808253281e+14 1.507338377722024250e+15 0.000000000000000000e+00
5.498062273302473533e-06 1.106715613059313477e+12 1.106713377463703320e+13 1.106489872622739844e+14 1.084673359438441250e+15 4.410120579911759500e+15 4.473154280453960500e+15 1.375024162918211950e+05 1.375013052603756487e+08 1.373902598937476501e+11 1.268398318188121406e+14 1.533355774474882250e+15 0.000000000000000000e+00
5.477117274166083067e-06 1.093580215165848511e+12 1.093578022902945898e+13 1.093358849864134219e+14 1.071961281537537375e+15 4.373260994251418000e+15 4.436965986826122000e+15 1.368109187578715791e+05 1.368098217201313376e+08 1.367001745626460876e+11 1.262785993257156719e+14 1.559782005792017750e+15 0.000000000000000000e+00
5.456172275029692601e-06 1.080444323043127075e+12 1.080442173647013867e+13 1.080227285847422812e+14 1.059244282447735250e+15 4.336122949300119000e+15 4.400497843104045500e+15 1.361187681308717292e+05 1.361176849751331210e+08 1.360094248748429413e+11 1.257157564868758906e+14 1.586622536909354250e+15 0.000000000000000000e+00
5.435227275893302136e-06 1.067310683317038330e+12 1.067308576318661719e+13 1.067097926881647031e+14 1.046525074599528750e+15 4.298714691876296500e+15 4.363757843755931500e+15 1.354260025481741759e+05 1.354249331627994180e+08 1.353180489741465607e+11 1.251513403822480625e+14 1.613882879460983750e+15 0.000000000000000000e+00
5.414282276756911670e-06 1.054182014982135376e+12 1.054179949909529883e+13 1.053973491666843281e+14 1.033806344967806000e+15 4.261044484842012000e+15 4.326753993546229000e+15 1.347326600205400027e+05 1.347316042939684391e+08 1.346260848789033051e+11 1.245853880800507344e+14 1.641568590921628250e+15 0.000000000000000000e+00
5.393337277620521204e-06 1.041061008632276855e+12 1.041058985010782422e+13 1.040856670524458594e+14 1.021090754282916875e+15 4.223120604190468500e+15 4.289494304565562000e+15 1.340387784264112415e+05 1.340377362471703589e+08 1.339335704762616730e+11 1.240179366304637812e+14 1.669685274000912750e+15 0.000000000000000000e+00
5.372392278484131586e-06 1.027950325714440186e+12 1.027948343066919141e+13 1.027750124650935312e+14 1.008380936263982375e+15 4.184951336159825500e+15 4.251986793287035000e+15 1.333443955062603636e+05 1.333433667629767507e+08 1.332405435165127411e+11 1.234490230593786562e+14 1.698238575987595000e+15 0.000000000000000000e+00
