x LHS_beta=90.000 LHS_beta=900.000 LHS_beta=9000.000 LHS_beta=90000.000 LHS_beta=900000.000 LHS_beta=9000000.000 RHS_beta=90.000 RHS_beta=900.000 RHS_beta=9000.000 RHS_beta=90000.000 RHS_beta=900000.000 RHS_beta=9000000.000
-9.948874589785420392e-07 6.280492069210561371e+10 6.280491653797145996e+11 6.280450112788685547e+12 6.276299339413830469e+13 5.891999983958510000e+14 1.402474461842257500e+15 -1.127526821194173317e+04 -1.127526522880143113e+07 -1.127496691985294151e+10 -1.124518677216031641e+13 -8.711834382726514000e+15 -1.301094165614148000e+15
-1.015832458114932505e-06 6.400634553912220001e+10 6.400634112538842773e+11 6.400589975570026367e+12 6.396179964397500781e+13 5.989161925133903750e+14 1.399895044662196000e+15 -1.147843180891213524e+04 -1.147842864280496351e+07 -1.147811203771084976e+10 -1.144650767625431250e+13 -8.775444113436012000e+15 -1.074454832938280625e+15
-1.036777457251322971e-06 6.520120921968439484e+10 6.520120453623673096e+11 6.520073619554793945e+12 6.515394286395243750e+13 6.084900058493101250e+14 1.397270868745330000e+15 -1.168030072982022830e+04 -1.168029737380444445e+07 -1.167996177843444824e+10 -1.164646423302096680e+13 -8.834096982157901000e+15 -8.872815083533002500e+14
-1.057722456387713436e-06 6.638944960432187653e+10 6.638944464089709473e+11 6.638894830291488281e+12 6.633935943759301562e+13 6.179206320602267500e+14 1.394604525014661500e+15 -1.188088178260162749e+04 -1.188087822963605076e+07 -1.188052293991935539e+10 -1.184506227208286914e+13 -8.887854259066304000e+15 -7.327058778059537500e+14
-1.078667455524103902e-06 6.757100680812184143e+10 6.757100155431055908e+11 6.757047617813418945e+12 6.751798802265653125e+13 6.272073458271047500e+14 1.391898269985782250e+15 -1.208018175440624145e+04 -1.208017799735176004e+07 -1.207980229942734146e+10 -1.204230761835727539e+13 -8.936780731468560000e+15 -6.050535986137128750e+14
-1.099612454660494368e-06 6.874582315312898254e+10 6.874581759837867432e+11 6.874526212878762695e+12 6.868976951359814062e+13 6.363495016474371250e+14 1.389154082080960500e+15 -1.227820741138197627e+04 -1.227820344300305098e+07 -1.227780661336855507e+10 -1.223820609170091016e+13 -8.980944524408505000e+15 -4.996371666025880000e+14
-1.120557453796884833e-06 6.991384313113351440e+10 6.991383726475128174e+11 6.991325063249404297e+12 6.985464700440094531e+13 6.453465325797065000e+14 1.386373708247883500e+15 -1.247496549846467678e+04 -1.247496131143078767e+07 -1.247454261708996773e+10 -1.243276350656163086e+13 -9.020416920223224000e+15 -4.125845821677282500e+14
-1.141502452933275299e-06 7.107501336684756470e+10 7.107500717800308838e+11 7.107438830008597656e+12 7.101256575178376562e+13 6.541979489428701250e+14 1.383558702549873500e+15 -1.267046273917418148e+04 -1.267045832606130466e+07 -1.267001702467001152e+10 -1.262598567163676562e+13 -9.055272177510714000e+15 -3.406976710156128750e+14
-1.162447452069665765e-06 7.222928258147044373e+10 7.222927605919882812e+11 7.222862383917514648e+12 7.216347313878517188e+13 6.629033369736338750e+14 1.380710458109041250e+15 -1.286470583541648557e+04 -1.286470118870852888e+07 -1.286423652871925735e+10 -1.281787838953821680e+13 -9.085587349951746000e+15 -2.813349562034036250e+14
-1.183392451206056231e-06 7.337660155664335632e+10 7.337659468984805908e+11 7.337590801810711914e+12 7.330731863872442188e+13 6.714623574442730000e+14 1.377830233547001500e+15 -1.305770146729181579e+04 -1.305769657938205637e+07 -1.305720780018707275e+10 -1.300844745646401953e+13 -9.111442105413816000e+15 -2.323148470441781562e+14
-1.204337450342446696e-06 7.451692309879324341e+10 7.451691587624896240e+11 7.451619363030509766e+12 7.444405377953967188e+13 6.798747442437536250e+14 1.374919174871273000e+15 -1.324945629290861871e+04 -1.324945115610112250e+07 -1.324893748817416382e+10 -1.319769866187650977e+13 -9.132918545749076000e+15 -1.918356344071539688e+14
-1.225282449478835468e-06 7.565020200386610413e+10 7.565019441422164307e+11 7.564943545900301758e+12 7.557363210850379688e+13 6.881403029248992500e+14 1.371978333592573250e+15 -1.343997694820330616e+04 -1.343997155471431464e+07 -1.343943221975089455e+10 -1.338563778818680664e+13 -9.150101027680964000e+15 -1.584093841365477188e+14
-1.246227448615225934e-06 7.677639502244984436e+10 7.677638705423099365e+11 7.677559024236813477e+12 7.669600915731878125e+13 6.962589092203322500e+14 1.369008681723151250e+15 -1.362927004676574143e+04 -1.362926438872506842e+07 -1.362869859978137970e+10 -1.357227061044574414e+13 -9.163075985156708000e+15 -1.308073206491897188e+14
-1.267172447751616399e-06 7.789546082528533936e+10 7.789545246689776611e+11 7.789461663901157227e+12 7.781114240758698438e+13 7.042305075298833750e+14 1.366011124194405000e+15 -1.381734217967020777e+04 -1.381733624912261963e+07 -1.381674321075302505e+10 -1.375760289604087695e+13 -9.171931753524410000e+15 -1.080147079008096719e+14
-1.288117446888006865e-06 7.900735996916683960e+10 7.900735120889899902e+11 7.900647519388834961e+12 7.891899125666146875e+13 7.120551093821563750e+14 1.362986509139300500e+15 -1.400419991531201777e+04 -1.400419370421858504e+07 -1.400357261261175346e+10 -1.394164040439979688e+13 -9.176758395874708000e+15 -8.919357917623021875e+13
-1.309062446024397331e-06 8.011205486322990417e+10 8.011204568925587158e+11 8.011112830458451172e+12 8.001951698387328125e+13 7.197327918728792500e+14 1.359935636408340750e+15 -1.418984979924949039e+04 -1.418984329948893189e+07 -1.418919334260259247e+10 -1.412438888669950195e+13 -9.177647531867820000e+15 -7.365195235812265625e+13
-1.330007445160787797e-06 8.120950973562696838e+10 8.120950013600926514e+11 8.120854018799207031e+12 8.111268271713656250e+13 7.272636960826522500e+14 1.356859264624237750e+15 -1.437429835405125232e+04 -1.437429155742128193e+07 -1.437361191511559868e+10 -1.430585408558171289e+13 -9.174692169347066000e+15 -6.081840349922277344e+13
-1.350952444297178262e-06 8.229969060058917236e+10 8.229968056328170166e+11 8.229867684737004883e+12 8.219845339993045312e+13 7.346480254766472500e+14 1.353758117027792250e+15 -1.455755207914883613e+04 -1.455754497736746445e+07 -1.455683482153708458e+10 -1.448604173487419531e+13 -9.167986539020534000e+15 -5.022106699230902344e+13
-1.371897443433568728e-06 8.338256522587428284e+10 8.338255473872507324e+11 8.338150603979140625e+12 8.327679575865728125e+13 7.418860442887757500e+14 1.350632886323917250e+15 -1.473961745069441713e+04 -1.473961003540126793e+07 -1.473886853010599899e+10 -1.466495755931787305e+13 -9.157625932472400000e+15 -4.147029232284906250e+13
-1.392842442569959194e-06 8.445810310059880066e+10 8.445809215135300293e+11 8.445699724397423828e+12 8.434767827037651562e+13 7.489780758927842500e+14 1.347484238700651000e+15 -1.492050092142362519e+04 -1.492049318418123573e+07 -1.491971948577539062e+10 -1.484260727429973438e+13 -9.143706543745776000e+15 -3.424432114852980469e+13
-1.413787441706349659e-06 8.552627540345388794e+10 8.552626397975635986e+11 8.552512162849661133e+12 8.541107113091332812e+13 7.559245011626871250e+14 1.344312817164164000e+15 -1.510020892052337331e+04 -1.510020085281844996e+07 -1.509939411007889366e+10 -1.501899658559139844e+13 -9.126325314718980000e+15 -2.827745900746962109e+13
-1.434732440842740125e-06 8.658705497130386353e+10 8.658704306070220947e+11 8.658585202039382812e+12 8.646694622334170312e+13 7.627257568248880000e+14 1.341119244308063250e+15 -1.527874785350464117e+04 -1.527873944674934633e+07 -1.527789880100218201e+10 -1.519413118909337891e+13 -9.105579784477546000e+15 -2.335030736227347266e+13
-1.455677439979130591e-06 8.764041626816513062e+10 8.764040385811240234e+11 8.763916287413624023e+12 8.751527708683962500e+13 7.693823338042695000e+14 1.337904124614819500e+15 -1.545612410208000074e+04 -1.545611534761320055e+07 -1.545523993285917091e+10 -1.536801677058476367e+13 -9.081567942864640000e+15 -1.928169723829602734e+13
-1.476622439115521057e-06 8.868633535456544495e+10 8.868632243242288818e+11 8.868503024098705078e+12 8.855603888591671875e+13 7.758947755664878750e+14 1.334668046370283000e+15 -1.563234402404602224e+04 -1.563233491313451342e+07 -1.563142385617310333e+10 -1.554065900547846875e+13 -9.054388088373574000e+15 -1.592202812183628711e+13
-1.497567438251911522e-06 8.972478985728063965e+10 8.972477641032054443e+11 8.972343173873779297e+12 8.958920838001209375e+13 7.822636764586205000e+14 1.331411583258199000e+15 -1.580741395317023671e+04 -1.580740447700999677e+07 -1.580645689756223869e+10 -1.571206355858182227e+13 -9.024138690526910000e+15 -1.314776737047460547e+13
-1.518512437388301988e-06 9.075575893944844055e+10 9.075574495485690918e+11 9.075434652182062500e+12 9.061476389346179688e+13 7.884896800502617500e+14 1.328135295690109750e+15 -1.598134019908280061e+04 -1.598133034880019538e+07 -1.598034535963017845e+10 -1.588223608386247070e+13 -8.990918256868505000e+15 -1.085690798320292969e+13
-1.539457436524692454e-06 9.177922327105671692e+10 9.177920873593634033e+11 9.177775525179505859e+12 9.163268528583356250e+13 7.945734774770798750e+14 1.324839731916405250e+15 -1.615412904717263700e+04 -1.615411881382560730e+07 -1.615309552086075974e+10 -1.605118222421954492e+13 -8.954825204676472000e+15 -8.965217792766441406e+12
-1.560402435661082919e-06 9.279516499980514526e+10 9.279514990117770996e+11 9.279364006820800781e+12 9.264295392262850000e+13 8.005158057887898750e+14 1.321525428956400500e+15 -1.632578675848800776e+04 -1.632577613306725956e+07 -1.632471363551733398e+10 -1.621890761125994922e+13 -8.915957737487775000e+15 -7.403142200072406250e+12
-1.581347434797473385e-06 9.380356772233813477e+10 9.380355204714743652e+11 9.380198455982515625e+12 9.364555264634754688e+13 8.063174463034093750e+14 1.318192913378746000e+15 -1.649631956964148048e+04 -1.649630854307168350e+07 -1.649520593354647636e+10 -1.638541786507982812e+13 -8.874413726507987000e+15 -6.113246584476111328e+12
-1.602292433933862157e-06 9.480441645584674072e+10 9.480440019096125488e+11 9.480277373623107422e+12 9.464046574792043750e+13 8.119792229695932500e+14 1.314842701958043500e+15 -1.666573369271918273e+04 -1.666572225586011261e+07 -1.666457862048597908e+10 -1.655071859405094531e+13 -8.830290596963386000e+15 -5.048104375132865234e+12
-1.623237433070252622e-06 9.579769761003910828e+10 9.579768074225455322e+11 9.579599399979787109e+12 9.562767893849721875e+13 8.175020007387815000e+14 1.311475302229096500e+15 -1.683403531519433818e+04 -1.683402345884203166e+07 -1.683283787737714386e+10 -1.671481539461215039e+13 -8.783685219436760000e+15 -4.168553116319595215e+12
-1.644182432206643088e-06 9.678339895947431946e+10 9.678338147551654053e+11 9.678163311801738281e+12 9.660717932159801562e+13 8.228866839487856250e+14 1.308091212956472750e+15 -1.700123059984477732e+04 -1.700121831473269686e+07 -1.699998986068106270e+10 -1.687771385106558594e+13 -8.734693806213139000e+15 -3.442254423289352539e+12
-1.665127431343033554e-06 9.776150961626187134e+10 9.776149150278923340e+11 9.775968019619847656e+12 9.757895536562187500e+13 8.281342147204093750e+14 1.304690924534025250e+15 -1.716732568467476085e+04 -1.716731296147488430e+07 -1.716604070219916725e+10 -1.703941953537780273e+13 -8.683411812647109000e+15 -2.842504866661566895e+12
-1.686072430479424020e-06 9.873202000312031555e+10 9.873200124672642822e+11 9.873012565052408203e+12 9.854299687671060938e+13 8.332455713685710000e+14 1.301274919326451750e+15 -1.733232668284060856e+04 -1.733231351216455922e+07 -1.733099650899771881e+10 -1.719993800698560352e+13 -8.629933843549600000e+15 -2.347254064734714844e+12
-1.707017429615814485e-06 9.969492182679585266e+10 9.969490241401225586e+11 9.969296118146763672e+12 9.949929497196675000e+13 8.382217668293601250e+14 1.297843671962910500e+15 -1.749623968258038440e+04 -1.749622605498053506e+07 -1.749486336333621216e+10 -1.735927481260654297e+13 -8.574353564578959000e+15 -1.938293875700599365e+12
-1.727962428752204951e-06 1.006502080518372498e+11 1.006501879691359009e+12 1.006481797475660156e+13 1.004478420530233750e+14 8.430638471043577500e+14 1.294397649590940750e+15 -1.765907074714738337e+04 -1.765905665311795846e+07 -1.765764732259971619e+10 -1.751743548605405664e+13 -8.516763618608663000e+15 -1.600588883624958496e+12
-1.748907427888595417e-06 1.015978728747248230e+11 1.015978521085206787e+12 1.015957755395464258e+13 1.013886317799632500e+14 8.477728897234862500e+14 1.290937312097530500e+15 -1.782082591474745277e+04 -1.782081134472558275e+07 -1.781935441923492432e+10 -1.767442554805708594e+13 -8.457255547032342000e+15 -1.321723542065690186e+12
-1.769852427024985882e-06 1.025379116983517914e+11 1.025378902350053101e+12 1.025357439548056445e+13 1.023216590455860156e+14 8.523500022275751250e+14 1.287463112302975500e+15 -1.798151119848001690e+04 -1.798149614284682646e+07 -1.797999066069011688e+10 -1.783025050608428125e+13 -8.395919715955974000e+15 -1.091445658992636475e+12
-1.790797426161376348e-06 1.034703211068543549e+11 1.034702989326740479e+12 1.034680815722379883e+13 1.032469199500199062e+14 8.567963206717486250e+14 1.283975496132189500e+15 -1.814113258628275798e+04 -1.814111703536441922e+07 -1.813956202935855865e+10 -1.798491585417246875e+13 -8.332845247216678000e+15 -9.012894341415159912e+11
-1.811742425297766814e-06 1.043950988407893677e+11 1.043950759420343872e+12 1.043927861274108984e+13 1.041644117756771875e+14 8.611130081506813750e+14 1.280474902767335000e+15 -1.829969604087993866e+04 -1.829967998494870216e+07 -1.829807448252571487e+10 -1.813842707275961328e+13 -8.268119954158230000e+15 -7.442641802933736572e+11
-1.832687424434157280e-06 1.053122437726562042e+11 1.053122201355386963e+12 1.053098564880843555e+13 1.050741329625496719e+14 8.653012533466768750e+14 1.276961764784947000e+15 -1.845720749973416605e+04 -1.845719092900941893e+07 -1.845553395231985474e+10 -1.829078962852192578e+13 -8.201830282084545000e+15 -6.145972857170689697e+11
-1.853632423570547745e-06 1.062217558827607880e+11 1.062217314934483154e+12 1.062192926300726562e+13 1.059760830838429844e+14 8.693622691014665000e+14 1.273436508280195000e+15 -1.861367287500175735e+04 -1.861365577965101600e+07 -1.861194634566624832e+10 -1.844200897421530469e+13 -8.134061253304325000e+15 -5.075219682027963257e+11
-1.874577422706938211e-06 1.071236362354179535e+11 1.071236110800361206e+12 1.071210956134450000e+13 1.068702628219462344e+14 8.732972910125432500e+14 1.269899552980443250e+15 -1.876909805349133239e+04 -1.876908042363127694e+07 -1.876731754424466705e+10 -1.859209054852084766e+13 -8.064896416672703000e+15 -4.191020120195057983e+11
-1.895522421843328677e-06 1.080178869554919586e+11 1.080178610201266235e+12 1.080152675590628516e+13 1.077566739447355312e+14 8.771075760547907500e+14 1.266351312349925500e+15 -1.892348889662589499e+04 -1.892347072232335433e+07 -1.892165340445030594e+10 -1.874103977589449219e+13 -7.994417801529065000e+15 -3.460870465991385498e+11
-1.916467420979719142e-06 1.089045112052698517e+11 1.089044844759695679e+12 1.089018116254516211e+13 1.086353192822084375e+14 8.807944012280863750e+14 1.262792193687001000e+15 -1.907685124040814117e+04 -1.907683251168107614e+07 -1.907495975735795975e+10 -1.888886206642069531e+13 -7.922705875924128000e+15 -2.857930395158634644e+11
-1.937412420116109608e-06 1.097835131616662445e+11 1.097834856244446899e+12 1.097807319860027734e+13 1.095062027034462812e+14 8.843590622314908750e+14 1.259222598215222750e+15 -1.922919089538888875e+04 -1.922917160220739990e+07 -1.922724240868939972e+10 -1.903556281567001953e+13 -7.849839509024118000e+15 -2.360036163206093750e+11
-1.958357419252500074e-06 1.106548979937572632e+11 1.106548696345954834e+12 1.106520338065054688e+13 1.103693290939032344e+14 8.878028721645891250e+14 1.255642921169235000e+15 -1.938051364663886488e+04 -1.938049377892612293e+07 -1.937850713878400421e+10 -1.918114740456073828e+13 -7.775895937575066000e+15 -1.948885760714065857e+11
-1.979302418388890540e-06 1.115186718406395111e+11 1.115186426454883057e+12 1.115157232230030078e+13 1.112247043330176875e+14 8.911271602564627500e+14 1.252053551876329250e+15 -1.953082525372337841e+04 -1.953080480135659501e+07 -1.952875970257237625e+10 -1.932562119922419922e+13 -7.700950736306143000e+15 -1.609366011186143494e+11
-2.000247417525279311e-06 1.123748417896125946e+11 1.123748117443947754e+12 1.123718073199730664e+13 1.120723352721450469e+14 8.943332706227288750e+14 1.248454873834348750e+15 -1.968013145068015001e+04 -1.968011040349153057e+07 -1.967800582955308151e+10 -1.946898955087396094e+13 -7.625077792147490000e+15 -1.328996966494515533e+11
-2.021192416661669777e-06 1.132234158546817169e+11 1.132233849452943848e+12 1.132202941088276953e+13 1.129122297128082812e+14 8.974225610510133750e+14 1.244847264786512250e+15 -1.982843794600010733e+04 -1.982841629377777502e+07 -1.982625122377238083e+10 -1.961125779567881250e+13 -7.548349282134918000e+15 -1.097473097376526489e+11
-2.042137415798060243e-06 1.140644029553774567e+11 1.140643711676941650e+12 1.140611925067306055e+13 1.137443963852634844e+14 9.003964018151726250e+14 1.241231096793628750e+15 -1.997575042261104318e+04 -1.997572815509996191e+07 -1.997350156380680847e+10 -1.975243125463925000e+13 -7.470835654871670000e+15 -9.062844063580578613e+10
-2.063082414934450708e-06 1.148978128958901215e+11 1.148977802157632568e+12 1.148945123157291406e+13 1.145688449273784062e+14 9.032561745185221250e+14 1.237606736304083000e+15 -2.012207453786419137e+04 -2.012205164476708695e+07 -2.011976250274869919e+10 -1.989251523346773438e+13 -7.392605615415220000e+15 -7.484036011941270447e+10
-2.084027414070841174e-06 1.157236563445161133e+11 1.157236227577789062e+12 1.157202642021979688e+13 1.153855858638209844e+14 9.060032709662775000e+14 1.233974544221918500e+15 -2.026741592352361477e+04 -2.026739239450187236e+07 -2.026503966819454193e+10 -2.003151502247244922e+13 -7.313726113455990000e+15 -6.180277409220375061e+10
-2.104972413207231640e-06 1.165419448134126587e+11 1.165419103058814209e+12 1.165384596765913672e+13 1.161946305855547188e+14 9.086390920673622500e+14 1.230334875973275750e+15 -2.041178018575829628e+04 -2.041175601043284684e+07 -2.040933866223602676e+10 -2.016943589644457422e+13 -7.234262334653745000e+15 -5.103649200645138550e+10
-2.125917412343622106e-06 1.173526906386585388e+11 1.173526551961349121e+12 1.173491110735015234e+13 1.169959913296386250e+14 9.111650467656853750e+14 1.226688081571407750e+15 -2.055517290513695116e+04 -2.055514807308917120e+07 -2.055266506145384216e+10 -2.030628311454897266e+13 -7.154277694997055000e+15 -4.214581031873362732e+10
-2.146862411480012571e-06 1.181559069606180267e+11 1.181558705688908936e+12 1.181522315320195703e+13 1.177896811593290000e+14 9.135825510009502500e+14 1.223034505680443750e+15 -2.069759963662554946e+04 -2.069757413739812002e+07 -2.069502441691413879e+10 -2.044206192021834375e+13 -7.073833838051034000e+15 -3.480396783231992340e+10
-2.167807410616403037e-06 1.189516077046043549e+11 1.189515703494520752e+12 1.189478349763968945e+13 1.185757139444795469e+14 9.158930266990051250e+14 1.219374487678056250e+15 -2.083906590958730521e+04 -2.083903973268507794e+07 -2.083642225416757584e+10 -2.057677754105064844e+13 -6.992990634959012000e+15 -2.874113172360662842e+10
-2.188752409752793503e-06 1.197398075618410034e+11 1.197397692290334473e+12 1.197359360970034961e+13 1.193541043422382812e+14 9.180979007917101250e+14 1.215708361717147250e+15 -2.097957722778528841e+04 -2.097955036267613992e+07 -2.097686407325086975e+10 -2.071043518870985156e+13 -6.911806187064352000e+15 -2.373448053723269653e+10
-2.209697408889183968e-06 1.205205219707163849e+11 1.205204826460169434e+12 1.205165503315803320e+13 1.201248677780367812e+14 9.201986042662432500e+14 1.212036456786652000e+15 -2.111913906938753644e+04 -2.111911150550321117e+07 -2.111635534869094849e+10 -2.084304005882990625e+13 -6.830336831019814000e+15 -1.960001328296205139e+10
-2.230642408025574434e-06 1.212937670983305817e+11 1.212937267674981689e+12 1.212896938467832422e+13 1.208880204268706875e+14 9.221965712437468750e+14 1.208359096771547250e+15 -2.125775688697456280e+04 -2.125772861371149495e+07 -2.125490152951145554e+10 -2.097459733092190625e+13 -6.748637146253010000e+15 -1.618578519531108856e+10
-2.251587407161964900e-06 1.220595598223296509e+11 1.220595184711208008e+12 1.220553835200149414e+13 1.216435791948672188e+14 9.240932380871602500e+14 1.204676600512127250e+15 -2.139543610754924521e+04 -2.139540711426941678e+07 -2.139250803924169922e+10 -2.110511216828436719e+13 -6.666759964658337000e+15 -1.336632279425322342e+10
-2.272532406298355366e-06 1.228179177130254517e+11 1.228178753271960938e+12 1.228136369215419727e+13 1.223915617011374844e+14 9.258900425380597500e+14 1.200989281862598250e+15 -2.153218213254910006e+04 -2.153215240858079493e+07 -2.152918027592791748e+10 -2.123458971791660938e+13 -6.584756382387543000e+15 -1.103801256467322922e+10
-2.293477405434745831e-06 1.235688590157983551e+11 1.235688155811059326e+12 1.235644722968948242e+13 1.231319862599110938e+14 9.275884228823025000e+14 1.197297449749050000e+15 -2.166800033786080166e+04 -2.166796987249946967e+07 -2.166492361214685440e+10 -2.136303511043510547e+13 -6.502675773613235000e+15 -9.115292634327518463e+09
-2.314422404571136297e-06 1.243124026337784119e+11 1.243123581359836670e+12 1.243079085495466797e+13 1.238648718629491562e+14 9.291898171442141250e+14 1.193601408226822750e+15 -2.180289607383697876e+04 -2.180286485634599999e+07 -2.179974339502163315e+10 -2.149045345999295703e+13 -6.420565806142128000e+15 -7.527506382974639893e+09
-2.335367403707526763e-06 1.250485681108037720e+11 1.250485225356726562e+12 1.250439652238690625e+13 1.245902381622337812e+14 9.306956623090637500e+14 1.189901456537317500e+15 -2.193687466531520113e+04 -2.193684268492667377e+07 -2.193364494623976135e+10 -2.161684986420209375e+13 -6.338472458757179000e+15 -6.216306901150283813e+09
-2.356312402843917228e-06 1.257773756146520233e+11 1.257773289479575928e+12 1.257726624883606445e+13 1.253081054529310625e+14 9.321073935735181250e+14 1.186197889164261000e+15 -2.206994141163906170e+04 -2.206990865755457804e+07 -2.206663356207331467e+10 -2.174222940405853906e+13 -6.256440040170749000e+15 -5.133511510589282990e+09
-2.377257401980306000e-06 1.264988459205422058e+11 1.264987981480664795e+12 1.264940211191464648e+13 1.260184946566238438e+14 9.334264436237503750e+14 1.182490995889451500e+15 -2.220210158668141594e+04 -2.220206804807284847e+07 -2.219871451340122604e+10 -2.186659714387037891e+13 -6.174511209473626000e+15 -4.239332201319582939e+09
-2.398202401116696466e-06 1.272130003949049988e+11 1.272129515024406738e+12 1.272080624837458203e+13 1.267214273048131562e+14 9.346542419408643750e+14 1.178781061848005250e+15 -2.233336043886974585e+04 -2.233332610487997904e+07 -2.232989304573375320e+10 -2.198995813118864453e+13 -6.092726997967875000e+15 -3.500911301789415836e+09
-2.419147400253086931e-06 1.279198609794158325e+11 1.279198109527680908e+12 1.279148085251024023e+13 1.274169255226828438e+14 9.357922141332480000e+14 1.175068367583103250e+15 -2.246372319121331748e+04 -2.246368805095702037e+07 -2.246017437923872757e+10 -2.211231739674079688e+13 -6.011126832274686000e+15 -2.891116622390182495e+09
-2.440092399389477397e-06 1.286194501752916565e+11 1.286193990002799561e+12 1.286142817458787891e+13 1.281050120131274375e+14 9.368417812954888750e+14 1.171353189100271750e+15 -2.259319504133257578e+04 -2.259315908389691636e+07 -2.258956370877003479e+10 -2.223367995436700781e+13 -5.929748558611490000e+15 -2.387541257306976318e+09
-2.461037398525867863e-06 1.293117910278448486e+11 1.293117386903046143e+12 1.293065051930074609e+13 1.287857100410382344e+14 9.378043593934230000e+14 1.167635797921178250e+15 -2.272178116149025300e+04 -2.272174437593565136e+07 -2.271806620389785004e+10 -2.235405080095903906e+13 -5.848628468136122000e+15 -1.971682686006829023e+09
-2.481982397662258329e-06 1.299969071112938080e+11 1.299968535970781738e+12 1.299915024424989453e+13 1.294590434178458438e+14 9.386813586749081250e+14 1.163916461136975250e+15 -2.284948669862449970e+04 -2.284944907398534194e+07 -2.284568700894086075e+10 -2.247343491640176562e+13 -5.767801323259118000e+15 -1.628260461517063618e+09
-2.502927396798648794e-06 1.306748225138255310e+11 1.306747678088069580e+12 1.306692975845018555e+13 1.301250364863155156e+14 9.394741831058713750e+14 1.160195441461178000e+15 -2.297631677438375482e+04 -2.297627829966910556e+07 -2.297243124300032043e+10 -2.259183726351721094e+13 -5.687300384828730000e+15 -1.344657586440903187e+09
-2.523872395935039260e-06 1.313455618229089813e+11 1.313455059129809814e+12 1.313399152086134766e+13 1.307837141055935469e+14 9.401842298311885000e+14 1.156472997282095500e+15 -2.310227648516352201e+04 -2.310223714935784414e+07 -2.309830399999588013e+10 -2.270926278801113672e+13 -5.607157440096712000e+15 -1.110452927735687017e+09
-2.544817395071429726e-06 1.320091501108547211e+11 1.320090929819334229e+12 1.320033803894369922e+13 1.314351016365008438e+14 9.408128886599197500e+14 1.152749382714809500e+15 -2.322737090214479758e+04 -2.322733069420862943e+07 -2.322331034870323181e+10 -2.282571641842206250e+13 -5.527402831376493000e+15 -9.170429214311403036e+08
-2.565762394207820191e-06 1.326656129206187592e+11 1.326655545586445801e+12 1.326597186723826562e+13 1.320792249270712812e+14 9.413615415744317500e+14 1.149024847652706250e+15 -2.335160507133430656e+04 -2.335156398020496219e+07 -2.334745533279342270e+10 -2.294120306607278906e+13 -5.448065485308871000e+15 -7.573207537826260328e+08
-2.586707393344210657e-06 1.333149762518479767e+11 1.333149166427870361e+12 1.333089560597106641e+13 1.327161102983322188e+14 9.418315622629220000e+14 1.145299637818570500e+15 -2.347498401360635035e+04 -2.347494202819858864e+07 -2.347074397087392807e+10 -2.305572762502420312e+13 -5.369172942653850000e+15 -6.254186364118497372e+08
-2.607652392480601123e-06 1.339572665471630096e+11 1.339572056770089111e+12 1.339511189968114453e+13 1.333457845303236562e+14 9.422243156748445000e+14 1.141573994815230250e+15 -2.359751272474635698e+04 -2.359746983395307511e+07 -2.359318125653131866e+10 -2.316929497203151953e+13 -5.290751388530857000e+15 -5.164909701998142004e+08
-2.628597391616991589e-06 1.345925106786773682e+11 1.345924485334525391e+12 1.345862343587224023e+13 1.339682748483542188e+14 9.425411575987455000e+14 1.137848156175770750e+15 -2.371919617549596296e+04 -2.371915236818884313e+07 -2.371477215837555313e+10 -2.328190996650278516e+13 -5.212825683033014000e+15 -4.265358341697679162e+08
-2.649542390753382054e-06 1.352207359347485504e+11 1.352206725005057861e+12 1.352143294368762305e+13 1.345836089094902812e+14 9.427834342619958750e+14 1.134122355413304750e+15 -2.384003931159975400e+04 -2.383999457662992924e+07 -2.383552162008587265e+10 -2.339357745045964844e+13 -5.135419392144589000e+15 -3.522482911312439442e+08
-2.670487389889772520e-06 1.358419700069590912e+11 1.358419052697831055e+12 1.358354319260795898e+13 1.351918147892759844e+14 9.429524819519123750e+14 1.130396822070310000e+15 -2.396004705385346824e+04 -2.396000138005214557e+07 -2.395543456045817947e+10 -2.350430224850037891e+13 -5.058554818894310000e+15 -2.908995862484980822e+08
-2.691432389026162986e-06 1.364562409773243408e+11 1.364561749233330811e+12 1.364495699117183203e+13 1.357929209686810469e+14 9.430496266577523750e+14 1.126671781767528500e+15 -2.407922429815364376e+04 -2.407917767433278263e+07 -2.407451587345394135e+10 -2.361408916776498438e+13 -4.982253034680415000e+15 -2.402360026522687972e+08
-2.712377388162553451e-06 1.370635773057242279e+11 1.370635099210704834e+12 1.370567718571867969e+13 1.363869563212738125e+14 9.430761837330652500e+14 1.122947456252435500e+15 -2.419757591554888495e+04 -2.419752833050180227e+07 -2.419277042825060654e+10 -2.372294299790261719e+13 -4.906533910706883000e+15 -1.983965580645638406e+08
-2.733322387298943917e-06 1.376640078175565796e+11 1.376639390884291748e+12 1.376570665915385352e+13 1.369739501006168906e+14 9.430334575778806250e+14 1.119224063447273750e+15 -2.431510675229236222e+04 -2.431505819479435682e+07 -2.431020306929332352e+10 -2.383086851104095312e+13 -4.831416149473348000e+15 -1.638443521062120795e+08
-2.754267386435332689e-06 1.382575616916083984e+11 1.382574916042336914e+12 1.382504832973551758e+13 1.375539319278820469e+14 9.429227413402145000e+14 1.115501817496655500e+15 -2.443182162989582866e+04 -2.443177208870481327e+07 -2.442681861634820938e+10 -2.393787046175769141e+13 -4.756917316264549000e+15 -1.353099902987833321e+08
