x	denom	arg(denom)
 (-2.002022+0.000000j)	 (0.000155+0.089947j)	 (1.569070+0.000000j)
 (-1.999445+0.000000j)	 (0.047126+0.000296j)	 (0.006279+0.000000j)
 (2.001625+0.000000j)	 (0.000173-0.080640j)	 (-1.568649+0.000000j)
 (1.999841+0.000000j)	 (0.025250-0.000552j)	 (-0.021874+0.000000j)
 (-2.001625+0.000000j)	 (0.000173+0.080640j)	 (1.568649+0.000000j)
 (-1.999841+0.000000j)	 (0.025250+0.000552j)	 (0.021874+0.000000j)
 (2.001189+0.000000j)	 (0.000202-0.068987j)	 (-1.567864+0.000000j)
 (2.000276+0.000000j)	 (0.000420-0.033224j)	 (-1.558158+0.000000j)
 (-2.001189+0.000000j)	 (0.000202+0.068987j)	 (1.567864+0.000000j)
 (-2.000276+0.000000j)	 (0.000420+0.033224j)	 (1.558158+0.000000j)
 (1.996342+0.000000j)	 (0.120902-0.000115j)	 (-0.000953+0.000000j)
 (-1.996342+0.000000j)	 (0.120902+0.000115j)	 (0.000953+0.000000j)
 (1.998517+0.000000j)	 (0.077002-0.000181j)	 (-0.002351+0.000000j)
 (1.994171+0.000000j)	 (0.152588-0.000091j)	 (-0.000597+0.000000j)
 (-1.998517+0.000000j)	 (0.077002+0.000181j)	 (0.002351+0.000000j)
 (-1.994171+0.000000j)	 (0.152588+0.000091j)	 (0.000597+0.000000j)
 (1.998424+0.000000j)	 (0.079378-0.000176j)	 (-0.002212+0.000000j)
 (1.994263+0.000000j)	 (0.151372-0.000092j)	 (-0.000607+0.000000j)
 (-1.998424+0.000000j)	 (0.079378+0.000176j)	 (0.002212+0.000000j)
 (-1.994263+0.000000j)	 (0.151372+0.000092j)	 (0.000607+0.000000j)
 (1.998239+0.000000j)	 (0.083904-0.000166j)	 (-0.001980+0.000000j)
 (1.994448+0.000000j)	 (0.148922-0.000093j)	 (-0.000627+0.000000j)
 (-1.998239+0.000000j)	 (0.083904+0.000166j)	 (0.001980+0.000000j)
 (-1.994448+0.000000j)	 (0.148922+0.000093j)	 (0.000627+0.000000j)
 (1.997969+0.000000j)	 (0.090119-0.000155j)	 (-0.001716+0.000000j)
 (1.994718+0.000000j)	 (0.145261-0.000096j)	 (-0.000659+0.000000j)
 (-1.997969+0.000000j)	 (0.090119+0.000155j)	 (0.001716+0.000000j)
 (-1.994718+0.000000j)	 (0.145261+0.000096j)	 (0.000659+0.000000j)
 (1.997628+0.000000j)	 (0.097387-0.000143j)	 (-0.001469+0.000000j)
 (1.995058+0.000000j)	 (0.140508-0.000099j)	 (-0.000705+0.000000j)
 (-1.997628+0.000000j)	 (0.097387+0.000143j)	 (0.001469+0.000000j)
 (-1.995058+0.000000j)	 (0.140508+0.000099j)	 (0.000705+0.000000j)
 (1.997232+0.000000j)	 (0.105184-0.000132j)	 (-0.001259+0.000000j)
 (1.995453+0.000000j)	 (0.134786-0.000103j)	 (-0.000766+0.000000j)
 (-1.997232+0.000000j)	 (0.105184+0.000132j)	 (0.001259+0.000000j)
 (-1.995453+0.000000j)	 (0.134786+0.000103j)	 (0.000766+0.000000j)
 (1.996798+0.000000j)	 (0.113129-0.000123j)	 (-0.001088+0.000000j)
 (1.995887+0.000000j)	 (0.128200-0.000109j)	 (-0.000847+0.000000j)
 (-1.996798+0.000000j)	 (0.113129+0.000123j)	 (0.001088+0.000000j)
 (-1.995887+0.000000j)	 (0.128200+0.000109j)	 (0.000847+0.000000j)
 (0.000733+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000733+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000975+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000491+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000975+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000491+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000965+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000501+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000965+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000501+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000944+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000522+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000944+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000522+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000914+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000552+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000914+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000552+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000876+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000590+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000876+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000832+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000634+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000832+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000634+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000784+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000682+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000784+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000682+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000244+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000244+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000486+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000486+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000476+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000012+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000476+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000012+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000455+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000033+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000455+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000033+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000425+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000063+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000425+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000063+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000387+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000101+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000387+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000101+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000343+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000145+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000343+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000145+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000295+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000193+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000295+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000193+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.001832+0.000000j)	 (0.000163-0.085628j)	 (-1.568892+0.000000j)
 (-2.001832+0.000000j)	 (0.000163+0.085628j)	 (1.568892+0.000000j)
 (2.002923+0.000000j)	 (0.000129-0.108172j)	 (-1.569602+0.000000j)
 (2.000742+0.000000j)	 (0.000256-0.054485j)	 (-1.566096+0.000000j)
 (-2.002923+0.000000j)	 (0.000129+0.108172j)	 (1.569602+0.000000j)
 (-2.000742+0.000000j)	 (0.000256+0.054485j)	 (1.566096+0.000000j)
 (2.002877+0.000000j)	 (0.000130-0.107305j)	 (-1.569583+0.000000j)
 (2.000789+0.000000j)	 (0.000248-0.056168j)	 (-1.566373+0.000000j)
 (-2.002877+0.000000j)	 (0.000130+0.107305j)	 (1.569583+0.000000j)
 (-2.000789+0.000000j)	 (0.000248+0.056168j)	 (1.566373+0.000000j)
 (2.002784+0.000000j)	 (0.000132-0.105560j)	 (-1.569543+0.000000j)
 (2.000881+0.000000j)	 (0.000235-0.059375j)	 (-1.566838+0.000000j)
 (-2.002784+0.000000j)	 (0.000132+0.105560j)	 (1.569543+0.000000j)
 (-2.000881+0.000000j)	 (0.000235+0.059375j)	 (1.566838+0.000000j)
 (2.002648+0.000000j)	 (0.000136-0.102953j)	 (-1.569479+0.000000j)
 (2.001017+0.000000j)	 (0.000219-0.063781j)	 (-1.567366+0.000000j)
 (-2.002648+0.000000j)	 (0.000136+0.102953j)	 (1.569479+0.000000j)
 (-2.001017+0.000000j)	 (0.000219+0.063781j)	 (1.567366+0.000000j)
 (2.002477+0.000000j)	 (0.000140-0.099570j)	 (-1.569388+0.000000j)
 (2.001188+0.000000j)	 (0.000202-0.068935j)	 (-1.567859+0.000000j)
 (-2.002477+0.000000j)	 (0.000140+0.099570j)	 (1.569388+0.000000j)
 (-2.001188+0.000000j)	 (0.000202+0.068935j)	 (1.567859+0.000000j)
 (2.002279+0.000000j)	 (0.000146-0.095498j)	 (-1.569265+0.000000j)
 (2.001386+0.000000j)	 (0.000187-0.074466j)	 (-1.568279+0.000000j)
 (-2.002279+0.000000j)	 (0.000146+0.095498j)	 (1.569265+0.000000j)
 (-2.001386+0.000000j)	 (0.000187+0.074466j)	 (1.568279+0.000000j)
 (2.002061+0.000000j)	 (0.000154-0.090814j)	 (-1.569103+0.000000j)
 (2.001604+0.000000j)	 (0.000174-0.080107j)	 (-1.568621+0.000000j)
 (-2.002061+0.000000j)	 (0.000154+0.090814j)	 (1.569103+0.000000j)
 (-2.001604+0.000000j)	 (0.000174+0.080107j)	 (1.568621+0.000000j)
 (1.999634+0.000000j)	 (0.038271-0.000364j)	 (-0.009522+0.000000j)
 (-1.999634+0.000000j)	 (0.038271+0.000364j)	 (0.009522+0.000000j)
 (2.000723+0.000000j)	 (0.000259-0.053791j)	 (-1.565974+0.000000j)
 (1.998545+0.000000j)	 (0.076269-0.000183j)	 (-0.002396+0.000000j)
 (-2.000723+0.000000j)	 (0.000259+0.053791j)	 (1.565974+0.000000j)
 (-1.998545+0.000000j)	 (0.076269+0.000183j)	 (0.002396+0.000000j)
 (2.000677+0.000000j)	 (0.000268-0.052031j)	 (-1.565642+0.000000j)
 (1.998592+0.000000j)	 (0.075041-0.000186j)	 (-0.002475+0.000000j)
 (-2.000677+0.000000j)	 (0.000268+0.052031j)	 (1.565642+0.000000j)
 (-1.998592+0.000000j)	 (0.075041+0.000186j)	 (0.002475+0.000000j)
 (2.000584+0.000000j)	 (0.000289-0.048340j)	 (-1.564825+0.000000j)
 (1.998684+0.000000j)	 (0.072536-0.000192j)	 (-0.002649+0.000000j)
 (-2.000584+0.000000j)	 (0.000289+0.048340j)	 (1.564825+0.000000j)
 (-1.998684+0.000000j)	 (0.072536+0.000192j)	 (0.002649+0.000000j)
 (2.000449+0.000000j)	 (0.000329-0.042361j)	 (-1.563021+0.000000j)
 (1.998820+0.000000j)	 (0.068705-0.000203j)	 (-0.002953+0.000000j)
 (-2.000449+0.000000j)	 (0.000329+0.042361j)	 (1.563021+0.000000j)
 (-1.998820+0.000000j)	 (0.068705+0.000203j)	 (0.002953+0.000000j)
 (2.000278+0.000000j)	 (0.000419-0.033333j)	 (-1.558241+0.000000j)
 (1.998990+0.000000j)	 (0.063546-0.000219j)	 (-0.003453+0.000000j)
 (-2.000278+0.000000j)	 (0.000419+0.033333j)	 (1.558241+0.000000j)
 (-1.998990+0.000000j)	 (0.063546+0.000219j)	 (0.003453+0.000000j)
 (2.000080+0.000000j)	 (0.000781-0.017868j)	 (-1.527132+0.000000j)
 (1.999188+0.000000j)	 (0.056981-0.000245j)	 (-0.004294+0.000000j)
 (-2.000080+0.000000j)	 (0.000781+0.017868j)	 (1.527132+0.000000j)
 (-1.999188+0.000000j)	 (0.056981+0.000245j)	 (0.004294+0.000000j)
 (1.999862+0.000000j)	 (0.023495-0.000594j)	 (-0.025262+0.000000j)
 (1.999406+0.000000j)	 (0.048757-0.000286j)	 (-0.005866+0.000000j)
 (-1.999862+0.000000j)	 (0.023495+0.000594j)	 (0.025262+0.000000j)
 (-1.999406+0.000000j)	 (0.048757+0.000286j)	 (0.005866+0.000000j)
 (0.000366+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000366+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000487+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000245+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000487+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000245+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000482+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000250+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000482+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000250+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000472+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000261+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000472+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000261+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000457+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000276+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000457+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000276+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000438+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000295+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000438+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000295+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000416+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000317+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000416+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000317+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000392+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000341+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000392+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000341+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000122+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000122+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000243+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000001+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000243+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000001+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000238+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000006+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000238+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000006+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000228+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000016+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000228+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000016+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000213+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000032+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000213+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000032+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000194+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000051+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000194+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000051+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000172+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000073+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000172+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000073+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000147+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000097+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000147+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000097+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000183+0.000000j)	 (0.000515-0.027070j)	 (-1.551760+0.000000j)
 (-2.000183+0.000000j)	 (0.000515+0.027070j)	 (1.551760+0.000000j)
 (2.000728+0.000000j)	 (0.000259-0.053965j)	 (-1.566005+0.000000j)
 (1.999639+0.000000j)	 (0.038025-0.000367j)	 (-0.009646+0.000000j)
 (-2.000728+0.000000j)	 (0.000259+0.053965j)	 (1.566005+0.000000j)
 (-1.999639+0.000000j)	 (0.038025+0.000367j)	 (0.009646+0.000000j)
 (2.000705+0.000000j)	 (0.000263-0.053095j)	 (-1.565846+0.000000j)
 (1.999662+0.000000j)	 (0.036782-0.000379j)	 (-0.010309+0.000000j)
 (-2.000705+0.000000j)	 (0.000263+0.053095j)	 (1.565846+0.000000j)
 (-1.999662+0.000000j)	 (0.036782+0.000379j)	 (0.010309+0.000000j)
 (2.000658+0.000000j)	 (0.000272-0.051321j)	 (-1.565498+0.000000j)
 (1.999708+0.000000j)	 (0.034174-0.000408j)	 (-0.011942+0.000000j)
 (-2.000658+0.000000j)	 (0.000272+0.051321j)	 (1.565498+0.000000j)
 (-1.999708+0.000000j)	 (0.034174+0.000408j)	 (0.011942+0.000000j)
 (2.000591+0.000000j)	 (0.000287-0.048607j)	 (-1.564891+0.000000j)
 (1.999776+0.000000j)	 (0.029950-0.000466j)	 (-0.015548+0.000000j)
 (-2.000591+0.000000j)	 (0.000287+0.048607j)	 (1.564891+0.000000j)
 (-1.999776+0.000000j)	 (0.029950+0.000466j)	 (0.015548+0.000000j)
 (2.000505+0.000000j)	 (0.000310-0.044954j)	 (-1.563892+0.000000j)
 (1.999861+0.000000j)	 (0.023573-0.000592j)	 (-0.025097+0.000000j)
 (-2.000505+0.000000j)	 (0.000310+0.044954j)	 (1.563892+0.000000j)
 (-1.999861+0.000000j)	 (0.023573+0.000592j)	 (0.025097+0.000000j)
 (2.000406+0.000000j)	 (0.000346-0.040307j)	 (-1.562209+0.000000j)
 (1.999960+0.000000j)	 (0.012670-0.001101j)	 (-0.086673+0.000000j)
 (-2.000406+0.000000j)	 (0.000346+0.040307j)	 (1.562209+0.000000j)
 (-1.999960+0.000000j)	 (0.012670+0.001101j)	 (0.086673+0.000000j)
 (2.000297+0.000000j)	 (0.000405-0.034487j)	 (-1.559067+0.000000j)
 (2.000069+0.000000j)	 (0.000839-0.016631j)	 (-1.520402+0.000000j)
 (-2.000297+0.000000j)	 (0.000405+0.034487j)	 (1.559067+0.000000j)
 (-2.000069+0.000000j)	 (0.000839+0.016631j)	 (1.520402+0.000000j)
 (1.999085+0.000000j)	 (0.060500-0.000230j)	 (-0.003809+0.000000j)
 (-1.999085+0.000000j)	 (0.060500+0.000230j)	 (0.003809+0.000000j)
 (1.999629+0.000000j)	 (0.038515-0.000362j)	 (-0.009401+0.000000j)
 (1.998541+0.000000j)	 (0.076392-0.000182j)	 (-0.002389+0.000000j)
 (-1.999629+0.000000j)	 (0.038515+0.000362j)	 (0.009401+0.000000j)
 (-1.998541+0.000000j)	 (0.076392+0.000182j)	 (0.002389+0.000000j)
 (1.999606+0.000000j)	 (0.039704-0.000351j)	 (-0.008847+0.000000j)
 (1.998564+0.000000j)	 (0.075781-0.000184j)	 (-0.002427+0.000000j)
 (-1.999606+0.000000j)	 (0.039704+0.000351j)	 (0.008847+0.000000j)
 (-1.998564+0.000000j)	 (0.075781+0.000184j)	 (0.002427+0.000000j)
 (1.999560+0.000000j)	 (0.041969-0.000332j)	 (-0.007917+0.000000j)
 (1.998610+0.000000j)	 (0.074552-0.000187j)	 (-0.002508+0.000000j)
 (-1.999560+0.000000j)	 (0.041969+0.000332j)	 (0.007917+0.000000j)
 (-1.998610+0.000000j)	 (0.074552+0.000187j)	 (0.002508+0.000000j)
 (1.999492+0.000000j)	 (0.045081-0.000309j)	 (-0.006862+0.000000j)
 (1.998678+0.000000j)	 (0.072715-0.000192j)	 (-0.002636+0.000000j)
 (-1.999492+0.000000j)	 (0.045081+0.000309j)	 (0.006862+0.000000j)
 (-1.998678+0.000000j)	 (0.072715+0.000192j)	 (0.002636+0.000000j)
 (1.999407+0.000000j)	 (0.048719-0.000286j)	 (-0.005875+0.000000j)
 (1.998763+0.000000j)	 (0.070330-0.000198j)	 (-0.002818+0.000000j)
 (-1.999407+0.000000j)	 (0.048719+0.000286j)	 (0.005875+0.000000j)
 (-1.998763+0.000000j)	 (0.070330+0.000198j)	 (0.002818+0.000000j)
 (1.999308+0.000000j)	 (0.052624-0.000265j)	 (-0.005035+0.000000j)
 (1.998862+0.000000j)	 (0.067460-0.000207j)	 (-0.003063+0.000000j)
 (-1.999308+0.000000j)	 (0.052624+0.000265j)	 (0.005035+0.000000j)
 (-1.998862+0.000000j)	 (0.067460+0.000207j)	 (0.003063+0.000000j)
 (1.999199+0.000000j)	 (0.056605-0.000246j)	 (-0.004352+0.000000j)
 (1.998971+0.000000j)	 (0.064158-0.000217j)	 (-0.003387+0.000000j)
 (-1.999199+0.000000j)	 (0.056605+0.000246j)	 (0.004352+0.000000j)
 (-1.998971+0.000000j)	 (0.064158+0.000217j)	 (0.003387+0.000000j)
 (0.000183+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000183+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000244+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000123+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000244+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000123+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000241+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000125+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000241+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000125+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000236+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000130+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000236+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000130+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000228+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000138+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000228+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000138+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000219+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000147+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000219+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000147+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000208+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000158+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000208+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000158+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000196+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000170+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000196+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000170+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000061+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000061+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000122+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000001+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000122+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000001+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000119+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000003+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000119+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000003+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000114+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000008+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000114+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000008+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000106+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
