x	Re(denom)	Im(denom)	arg(denom)
 (1.998536+0.000000j)	 (0.076514-0.000182j)	 (-0.002381+0.000000j)
 (-2.008260+0.000000j)	 (0.000077+0.181957j)	 (1.570373+0.000000j)
 (-1.998536+0.000000j)	 (0.076514+0.000182j)	 (0.002381+0.000000j)
 (2.002895+0.000000j)	 (0.000130-0.107648j)	 (-1.569591+0.000000j)
 (-2.006425+0.000000j)	 (0.000087+0.160439j)	 (1.570253+0.000000j)
 (1.994189+0.000000j)	 (0.152343-0.000091j)	 (-0.000599+0.000000j)
 (1.998536+0.000000j)	 (0.076514-0.000182j)	 (-0.002381+0.000000j)
 (-2.002895+0.000000j)	 (0.000130+0.107648j)	 (1.569591+0.000000j)
 (-1.998536+0.000000j)	 (0.076514+0.000182j)	 (0.002381+0.000000j)
 (-1.994189+0.000000j)	 (0.152343+0.000091j)	 (0.000599+0.000000j)
 (2.002895+0.000000j)	 (0.000130-0.107648j)	 (-1.569591+0.000000j)
 (2.002708+0.000000j)	 (0.000134-0.104122j)	 (-1.569508+0.000000j)
 (1.994189+0.000000j)	 (0.152343-0.000091j)	 (-0.000599+0.000000j)
 (1.994375+0.000000j)	 (0.149897-0.000093j)	 (-0.000619+0.000000j)
 (-2.002895+0.000000j)	 (0.000130+0.107648j)	 (1.569591+0.000000j)
 (-2.002708+0.000000j)	 (0.000134+0.104122j)	 (1.569508+0.000000j)
 (-1.994189+0.000000j)	 (0.152343+0.000091j)	 (0.000599+0.000000j)
 (2.002708+0.000000j)	 (0.000134-0.104122j)	 (-1.569508+0.000000j)
 (1.994375+0.000000j)	 (0.149897-0.000093j)	 (-0.000619+0.000000j)
 (-2.002708+0.000000j)	 (0.000134+0.104122j)	 (1.569508+0.000000j)
 (1.994744+0.000000j)	 (0.144905-0.000096j)	 (-0.000663+0.000000j)
 (-1.994375+0.000000j)	 (0.149897+0.000093j)	 (0.000619+0.000000j)
 (-2.002338+0.000000j)	 (0.000144+0.096727j)	 (1.569304+0.000000j)
 (-1.994744+0.000000j)	 (0.144905+0.000096j)	 (0.000663+0.000000j)
 (1.994744+0.000000j)	 (0.144905-0.000096j)	 (-0.000663+0.000000j)
 (-2.002338+0.000000j)	 (0.000144+0.096727j)	 (1.569304+0.000000j)
 (1.995284+0.000000j)	 (0.137267-0.000101j)	 (-0.000739+0.000000j)
 (-1.994744+0.000000j)	 (0.144905+0.000096j)	 (0.000663+0.000000j)
 (-2.001795+0.000000j)	 (0.000165+0.084752j)	 (1.568853+0.000000j)
 (2.001795+0.000000j)	 (0.000165-0.084752j)	 (-1.568853+0.000000j)
 (-1.995284+0.000000j)	 (0.137267+0.000101j)	 (0.000739+0.000000j)
 (2.001111+0.000000j)	 (0.000209-0.066677j)	 (-1.567657+0.000000j)
 (-2.001795+0.000000j)	 (0.000165+0.084752j)	 (1.568853+0.000000j)
 (1.995965+0.000000j)	 (0.126979-0.000110j)	 (-0.000863+0.000000j)
 (-1.995284+0.000000j)	 (0.137267+0.000101j)	 (0.000739+0.000000j)
 (-2.001111+0.000000j)	 (0.000209+0.066677j)	 (1.567657+0.000000j)
 (2.001111+0.000000j)	 (0.000209-0.066677j)	 (-1.567657+0.000000j)
 (-1.995965+0.000000j)	 (0.126979+0.000110j)	 (0.000863+0.000000j)
 (1.995965+0.000000j)	 (0.126979-0.000110j)	 (-0.000863+0.000000j)
 (-2.001111+0.000000j)	 (0.000209+0.066677j)	 (1.567657+0.000000j)
 (1.996755+0.000000j)	 (0.113881-0.000122j)	 (-0.001074+0.000000j)
 (-2.000319+0.000000j)	 (0.000391+0.035707j)	 (1.559854+0.000000j)
 (-1.995965+0.000000j)	 (0.126979+0.000110j)	 (0.000863+0.000000j)
 (-1.996755+0.000000j)	 (0.113881+0.000122j)	 (0.001074+0.000000j)
 (2.000319+0.000000j)	 (0.000391-0.035707j)	 (-1.559854+0.000000j)
 (1.999448+0.000000j)	 (0.046971-0.000297j)	 (-0.006321+0.000000j)
 (-2.000319+0.000000j)	 (0.000391+0.035707j)	 (1.559854+0.000000j)
 (1.997624+0.000000j)	 (0.097461-0.000143j)	 (-0.001467+0.000000j)
 (-1.996755+0.000000j)	 (0.113881+0.000122j)	 (0.001074+0.000000j)
 (-1.999448+0.000000j)	 (0.046971+0.000297j)	 (0.006321+0.000000j)
 (-1.997624+0.000000j)	 (0.097461+0.000143j)	 (0.001467+0.000000j)
 (1.997624+0.000000j)	 (0.097461-0.000143j)	 (-0.001467+0.000000j)
 (-0.001467+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-1.999448+0.000000j)	 (0.046971+0.000297j)	 (0.006321+0.000000j)
 (-1.997624+0.000000j)	 (0.097461+0.000143j)	 (0.001467+0.000000j)
 (0.001467+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.001953+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001467+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000982+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001953+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001932+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000982+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.001002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001953+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001932+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000982+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001932+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001891+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.001044+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001932+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001891+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001044+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001891+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001830+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001104+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.001044+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001830+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001044+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001104+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001754+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001830+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001180+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.001104+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001754+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001104+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001180+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001666+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001268+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001666+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001754+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001268+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001180+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001666+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001569+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001268+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.001365+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001666+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001569+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001268+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.001365+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001569+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000489+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000489+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000973+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001365+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000489+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000973+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000489+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000004+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000953+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000973+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000004+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000025+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000953+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000973+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000025+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000004+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000911+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000953+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000066+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000953+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000911+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000066+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000851+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000911+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000126+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000066+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000911+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000851+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000066+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000851+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000775+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000126+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000202+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000851+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000775+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000126+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000687+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000775+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000202+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000290+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000687+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000202+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000290+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000687+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000590+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000387+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000290+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000687+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000387+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000733+0.000000j)	 (0.000258-0.054139j)	 (-1.566035+0.000000j)
 (-2.000733+0.000000j)	 (0.000258+0.054139j)	 (1.566035+0.000000j)
 (0.000387+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (2.002914+0.000000j)	 (0.000129-0.107998j)	 (-1.569599+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (1.998555+0.000000j)	 (0.076023-0.000183j)	 (-0.002412+0.000000j)
 (-2.002914+0.000000j)	 (0.000129+0.107998j)	 (1.569599+0.000000j)
 (2.000733+0.000000j)	 (0.000258-0.054139j)	 (-1.566035+0.000000j)
 (-1.998555+0.000000j)	 (0.076023+0.000183j)	 (0.002412+0.000000j)
 (-2.000733+0.000000j)	 (0.000258+0.054139j)	 (1.566035+0.000000j)
 (2.002821+0.000000j)	 (0.000131-0.106255j)	 (-1.569559+0.000000j)
 (2.002914+0.000000j)	 (0.000129-0.107998j)	 (-1.569599+0.000000j)
 (1.998648+0.000000j)	 (0.073538-0.000190j)	 (-0.002578+0.000000j)
 (1.998555+0.000000j)	 (0.076023-0.000183j)	 (-0.002412+0.000000j)
 (-2.002821+0.000000j)	 (0.000131+0.106255j)	 (1.569559+0.000000j)
 (-1.998648+0.000000j)	 (0.073538+0.000190j)	 (0.002578+0.000000j)
 (-1.998555+0.000000j)	 (0.076023+0.000183j)	 (0.002412+0.000000j)
 (2.002635+0.000000j)	 (0.000136-0.102700j)	 (-1.569472+0.000000j)
 (2.002821+0.000000j)	 (0.000131-0.106255j)	 (-1.569559+0.000000j)
 (1.998833+0.000000j)	 (0.068327-0.000204j)	 (-0.002986+0.000000j)
 (1.998648+0.000000j)	 (0.073538-0.000190j)	 (-0.002578+0.000000j)
 (-2.002635+0.000000j)	 (0.000136+0.102700j)	 (1.569472+0.000000j)
 (-1.998833+0.000000j)	 (0.068327+0.000204j)	 (0.002986+0.000000j)
 (-2.002821+0.000000j)	 (0.000131+0.106255j)	 (1.569559+0.000000j)
 (2.002364+0.000000j)	 (0.000144-0.097263j)	 (-1.569320+0.000000j)
 (-1.998648+0.000000j)	 (0.073538+0.000190j)	 (0.002578+0.000000j)
 (2.002635+0.000000j)	 (0.000136-0.102700j)	 (-1.569472+0.000000j)
 (1.999103+0.000000j)	 (0.059882-0.000233j)	 (-0.003888+0.000000j)
 (1.998833+0.000000j)	 (0.068327-0.000204j)	 (-0.002986+0.000000j)
 (-1.999103+0.000000j)	 (0.059882+0.000233j)	 (0.003888+0.000000j)
 (-1.998833+0.000000j)	 (0.068327+0.000204j)	 (0.002986+0.000000j)
 (2.002022+0.000000j)	 (0.000155-0.089947j)	 (-1.569070+0.000000j)
 (2.002364+0.000000j)	 (0.000144-0.097263j)	 (-1.569320+0.000000j)
 (1.999445+0.000000j)	 (0.047126-0.000296j)	 (-0.006279+0.000000j)
 (-2.002022+0.000000j)	 (0.000155+0.089947j)	 (1.569070+0.000000j)
 (-2.002364+0.000000j)	 (0.000144+0.097263j)	 (1.569320+0.000000j)
 (-1.999445+0.000000j)	 (0.047126+0.000296j)	 (0.006279+0.000000j)
 (2.001625+0.000000j)	 (0.000173-0.080640j)	 (-1.568649+0.000000j)
 (1.999841+0.000000j)	 (0.025250-0.000552j)	 (-0.021874+0.000000j)
 (2.002022+0.000000j)	 (0.000155-0.089947j)	 (-1.569070+0.000000j)
 (-2.001625+0.000000j)	 (0.000173+0.080640j)	 (1.568649+0.000000j)
 (-1.999841+0.000000j)	 (0.025250+0.000552j)	 (0.021874+0.000000j)
 (-1.999445+0.000000j)	 (0.047126+0.000296j)	 (0.006279+0.000000j)
 (2.001189+0.000000j)	 (0.000202-0.068987j)	 (-1.567864+0.000000j)
 (2.000276+0.000000j)	 (0.000420-0.033224j)	 (-1.558158+0.000000j)
 (1.999841+0.000000j)	 (0.025250-0.000552j)	 (-0.021874+0.000000j)
 (-2.001189+0.000000j)	 (0.000202+0.068987j)	 (1.567864+0.000000j)
 (-2.000276+0.000000j)	 (0.000420+0.033224j)	 (1.558158+0.000000j)
 (-2.001625+0.000000j)	 (0.000173+0.080640j)	 (1.568649+0.000000j)
 (-1.999841+0.000000j)	 (0.025250+0.000552j)	 (0.021874+0.000000j)
 (1.996342+0.000000j)	 (0.120902-0.000115j)	 (-0.000953+0.000000j)
 (2.001189+0.000000j)	 (0.000202-0.068987j)	 (-1.567864+0.000000j)
 (-1.996342+0.000000j)	 (0.120902+0.000115j)	 (0.000953+0.000000j)
 (2.000276+0.000000j)	 (0.000420-0.033224j)	 (-1.558158+0.000000j)
 (-2.001189+0.000000j)	 (0.000202+0.068987j)	 (1.567864+0.000000j)
 (1.994171+0.000000j)	 (0.152588-0.000091j)	 (-0.000597+0.000000j)
 (-2.000276+0.000000j)	 (0.000420+0.033224j)	 (1.558158+0.000000j)
 (-1.998517+0.000000j)	 (0.077002+0.000181j)	 (0.002351+0.000000j)
 (1.996342+0.000000j)	 (0.120902-0.000115j)	 (-0.000953+0.000000j)
 (1.998424+0.000000j)	 (0.079378-0.000176j)	 (-0.002212+0.000000j)
 (1.994263+0.000000j)	 (0.151372-0.000092j)	 (-0.000607+0.000000j)
 (1.998517+0.000000j)	 (0.077002-0.000181j)	 (-0.002351+0.000000j)
 (-1.998424+0.000000j)	 (0.079378+0.000176j)	 (0.002212+0.000000j)
 (1.994171+0.000000j)	 (0.152588-0.000091j)	 (-0.000597+0.000000j)
 (-1.994263+0.000000j)	 (0.151372+0.000092j)	 (0.000607+0.000000j)
 (-1.998517+0.000000j)	 (0.077002+0.000181j)	 (0.002351+0.000000j)
 (1.998239+0.000000j)	 (0.083904-0.000166j)	 (-0.001980+0.000000j)
 (-1.994171+0.000000j)	 (0.152588+0.000091j)	 (0.000597+0.000000j)
 (1.994448+0.000000j)	 (0.148922-0.000093j)	 (-0.000627+0.000000j)
 (-1.998239+0.000000j)	 (0.083904+0.000166j)	 (0.001980+0.000000j)
 (1.994263+0.000000j)	 (0.151372-0.000092j)	 (-0.000607+0.000000j)
 (-1.994448+0.000000j)	 (0.148922+0.000093j)	 (0.000627+0.000000j)
 (-1.998424+0.000000j)	 (0.079378+0.000176j)	 (0.002212+0.000000j)
 (1.997969+0.000000j)	 (0.090119-0.000155j)	 (-0.001716+0.000000j)
 (1.998239+0.000000j)	 (0.083904-0.000166j)	 (-0.001980+0.000000j)
 (1.994718+0.000000j)	 (0.145261-0.000096j)	 (-0.000659+0.000000j)
 (1.994448+0.000000j)	 (0.148922-0.000093j)	 (-0.000627+0.000000j)
 (-1.998239+0.000000j)	 (0.083904+0.000166j)	 (0.001980+0.000000j)
 (-1.994448+0.000000j)	 (0.148922+0.000093j)	 (0.000627+0.000000j)
 (1.997628+0.000000j)	 (0.097387-0.000143j)	 (-0.001469+0.000000j)
 (1.997969+0.000000j)	 (0.090119-0.000155j)	 (-0.001716+0.000000j)
 (1.995058+0.000000j)	 (0.140508-0.000099j)	 (-0.000705+0.000000j)
 (-1.997628+0.000000j)	 (0.097387+0.000143j)	 (0.001469+0.000000j)
 (-1.997969+0.000000j)	 (0.090119+0.000155j)	 (0.001716+0.000000j)
 (-1.995058+0.000000j)	 (0.140508+0.000099j)	 (0.000705+0.000000j)
 (1.997232+0.000000j)	 (0.105184-0.000132j)	 (-0.001259+0.000000j)
 (-1.994718+0.000000j)	 (0.145261+0.000096j)	 (0.000659+0.000000j)
 (1.997628+0.000000j)	 (0.097387-0.000143j)	 (-0.001469+0.000000j)
 (1.995058+0.000000j)	 (0.140508-0.000099j)	 (-0.000705+0.000000j)
 (-1.995453+0.000000j)	 (0.134786+0.000103j)	 (0.000766+0.000000j)
 (-1.997628+0.000000j)	 (0.097387+0.000143j)	 (0.001469+0.000000j)
 (1.996798+0.000000j)	 (0.113129-0.000123j)	 (-0.001088+0.000000j)
 (-1.995058+0.000000j)	 (0.140508+0.000099j)	 (0.000705+0.000000j)
 (1.995887+0.000000j)	 (0.128200-0.000109j)	 (-0.000847+0.000000j)
 (1.997232+0.000000j)	 (0.105184-0.000132j)	 (-0.001259+0.000000j)
 (1.995453+0.000000j)	 (0.134786-0.000103j)	 (-0.000766+0.000000j)
 (-1.995887+0.000000j)	 (0.128200+0.000109j)	 (0.000847+0.000000j)
 (-1.997232+0.000000j)	 (0.105184+0.000132j)	 (0.001259+0.000000j)
 (-1.995453+0.000000j)	 (0.134786+0.000103j)	 (0.000766+0.000000j)
 (0.000733+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (1.996798+0.000000j)	 (0.113129-0.000123j)	 (-0.001088+0.000000j)
 (-0.000733+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (1.995887+0.000000j)	 (0.128200-0.000109j)	 (-0.000847+0.000000j)
 (0.000975+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-1.996798+0.000000j)	 (0.113129+0.000123j)	 (0.001088+0.000000j)
 (0.000491+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-1.995887+0.000000j)	 (0.128200+0.000109j)	 (0.000847+0.000000j)
 (-0.000975+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000733+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000491+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000733+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000965+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000975+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000501+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000491+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000975+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000944+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000965+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000522+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000501+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000944+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000965+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000522+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000944+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000914+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000552+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000522+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000944+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000552+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000876+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000914+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000590+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000552+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000876+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000914+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000552+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000876+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000590+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000634+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000876+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000832+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000634+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000784+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000832+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000682+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000634+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000832+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000682+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000634+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000244+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000784+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000244+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000682+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000486+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000784+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000486+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000244+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000244+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000486+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000486+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000012+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000455+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000476+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000033+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000012+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
